Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2018,Illinois,Chicago,Temperature,11-20,0.66
2018,Illinois,Chicago,Humidity,31-40,1.79
2018,Illinois,Chicago,Temperature,0-10,2.13
2018,Illinois,Chicago,Humidity,High,2.27
2018,Illinois,Chicago,Temperature,Medium,4.18
2018,Illinois,Chicago,Humidity,Low,5.5
2016,Massachusetts,Champaign,Temperature,11-20,6.43
2016,Massachusetts,Champaign,Humidity,31-40,4.6
2016,Massachusetts,Champaign,Temperature,0-10,5.71
2016,Massachusetts,Champaign,Humidity,High,3.26
2016,Massachusetts,Champaign,Temperature,Medium,10.03
2016,Massachusetts,Champaign,Humidity,Low,11.93
2021,Nevada,Springfield,Temperature,11-20,10.7
2021,Nevada,Springfield,Humidity,31-40,12.69
2021,Nevada,Springfield,Temperature,0-10,14.65
2021,Nevada,Springfield,Humidity,High,15.31
2021,Nevada,Springfield,Temperature,Medium,16.21
2021,Nevada,Springfield,Humidity,Low,17.07
2018,Illinois,Lenox,Temperature,11-20,18.5
2018,Illinois,Lenox,Humidity,31-40,18.67
2018,Illinois,Lenox,Temperature,0-10,17.1
2018,Illinois,Lenox,Humidity,High,17.24
2018,Illinois,Lenox,Temperature,Medium,18.48
2018,Illinois,Lenox,Humidity,Low,23.47
2016,Massachusetts,Boston,Temperature,11-20,24.76
2016,Massachusetts,Boston,Humidity,31-40,25.66
2016,Massachusetts,Boston,Temperature,0-10,17.77
2016,Massachusetts,Boston,Humidity,High,27.66
2016,Massachusetts,Boston,Temperature,Medium,27.33
2016,Massachusetts,Boston,Humidity,Low,25.37
2021,Nevada,Las Vegas,Temperature,11-20,22.07
2021,Nevada,Las Vegas,Humidity,31-40,22.53
2021,Nevada,Las Vegas,Temperature,0-10,25.7
2021,Nevada,Las Vegas,Humidity,High,24.64
2021,Nevada,Las Vegas,Temperature,Medium,5.02
2021,Nevada,Las Vegas,Humidity,Low,26.41
2018,Illinois,Reno,Temperature,11-20,8.36
2018,Illinois,Reno,Humidity,31-40,9.9
2018,Illinois,Reno,Temperature,0-10,10.09
2018,Illinois,Reno,Humidity,High,13.67
2018,Illinois,Reno,Temperature,Medium,14.54
2018,Illinois,Reno,Humidity,Low,14.91
2016,Massachusetts,Boulder City,Temperature,11-20,18.38
2016,Massachusetts,Boulder City,Humidity,31-40,18.4
2016,Massachusetts,Boulder City,Temperature,0-10,19.33
2016,Massachusetts,Boulder City,Humidity,High,19.32
2016,Massachusetts,Boulder City,Temperature,Medium,20.57
2016,Massachusetts,Boulder City,Humidity,Low,22.19
