State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Lenox,Air,Light,-0.94
Massachusetts,Lenox,Soil,Noise,1.34
Massachusetts,Lenox,Water,Thermal,3.0
Massachusetts,Lenox,Air,Inorganic Fertilizers,7.09
Massachusetts,Lenox,Soil,Solid Waste,9.54
Massachusetts,Lenox,Water,Groundwater,10.61
Massachusetts,Lenox,Air,Chemical,15.9
Massachusetts,Lenox,Soil,Light,16.68
Massachusetts,Lenox,Water,Noise,18.97
Nevada,Cambridge,Air,Light,18.84
Nevada,Cambridge,Soil,Noise,18.21
Nevada,Cambridge,Water,Thermal,27.26
Nevada,Cambridge,Air,Inorganic Fertilizers,29.12
Nevada,Cambridge,Soil,Solid Waste,-96.0
Nevada,Cambridge,Water,Groundwater,32.73
Nevada,Cambridge,Air,Chemical,-94.27
Nevada,Cambridge,Soil,Light,-92.54
Nevada,Cambridge,Water,Noise,-91.92
Minnesota,Boulder City,Air,Light,-88.71
Minnesota,Boulder City,Soil,Noise,43.61
Minnesota,Boulder City,Water,Thermal,44.94
Minnesota,Boulder City,Air,Inorganic Fertilizers,-83.73
Minnesota,Boulder City,Soil,Solid Waste,51.88
Minnesota,Boulder City,Water,Groundwater,54.1
Minnesota,Boulder City,Air,Chemical,-70.01
Minnesota,Boulder City,Soil,Light,-69.84
Minnesota,Boulder City,Water,Noise,59.7
Massachusetts,Las Vegas,Air,Light,-70.17
Massachusetts,Las Vegas,Soil,Noise,62.84
Massachusetts,Las Vegas,Water,Thermal,-65.27
Massachusetts,Las Vegas,Air,Inorganic Fertilizers,-65.88
Massachusetts,Las Vegas,Soil,Solid Waste,65.11
Massachusetts,Las Vegas,Water,Groundwater,66.65
Massachusetts,Las Vegas,Air,Chemical,-60.8
Massachusetts,Las Vegas,Soil,Light,-58.97
Massachusetts,Las Vegas,Water,Noise,70.7
Nevada,Rochester,Air,Light,73.87
Nevada,Rochester,Soil,Noise,-53.33
Nevada,Rochester,Water,Thermal,-52.6
Nevada,Rochester,Air,Inorganic Fertilizers,79.99
Nevada,Rochester,Soil,Solid Waste,-48.01
Nevada,Rochester,Water,Groundwater,-47.66
Nevada,Rochester,Air,Chemical,79.12
Nevada,Rochester,Soil,Light,-48.44
Nevada,Rochester,Water,Noise,79.11
Minnesota,Hastings,Air,Light,-43.42
Minnesota,Hastings,Soil,Noise,83.37
Minnesota,Hastings,Water,Thermal,-42.47
Minnesota,Hastings,Air,Inorganic Fertilizers,-45.07
Minnesota,Hastings,Soil,Solid Waste,80.11
Minnesota,Hastings,Water,Groundwater,90.01
Minnesota,Hastings,Air,Chemical,82.03
Minnesota,Hastings,Soil,Light,-36.29
Minnesota,Hastings,Water,Noise,-33.4
Massachusetts,Minneapolis,Air,Light,95.97
Massachusetts,Minneapolis,Soil,Noise,97.73
Massachusetts,Minneapolis,Water,Thermal,98.95
Massachusetts,Minneapolis,Air,Inorganic Fertilizers,99.4
Massachusetts,Minneapolis,Soil,Solid Waste,-17.35
Massachusetts,Minneapolis,Water,Groundwater,-17.83
Massachusetts,Minneapolis,Air,Chemical,-14.43
Massachusetts,Minneapolis,Soil,Light,-13.27
Massachusetts,Minneapolis,Water,Noise,-11.66
