Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q2,April,2.8
Residential,Hotel,Q4,June,3.14
Residential,Hotel,Q1,October,2.21
Residential,Hotel,Q2,December,5.11
Residential,Hotel,Q4,November,5.86
Residential,Hotel,Q1,March,7.96
Residential,Hotel,Q2,January,13.23
Residential,Hotel,Q4,February,16.78
Residential,Hotel,Q1,April,17.68
Culture,Apartment,Q2,April,18.64
Culture,Apartment,Q4,June,18.43
Culture,Apartment,Q1,October,21.33
Culture,Apartment,Q2,December,22.72
Culture,Apartment,Q4,November,23.76
Culture,Apartment,Q1,March,24.34
Culture,Apartment,Q2,January,24.6
Culture,Apartment,Q4,February,25.37
Culture,Apartment,Q1,April,27.19
Service,Museum,Q2,April,27.31
Service,Museum,Q4,June,29.24
Service,Museum,Q1,October,30.51
Service,Museum,Q2,December,31.68
Service,Museum,Q4,November,33.32
Service,Museum,Q1,March,35.4
Service,Museum,Q2,January,36.98
Service,Museum,Q4,February,38.13
Service,Museum,Q1,April,38.12
Residential,Theatre,Q2,April,40.85
Residential,Theatre,Q4,June,43.14
Residential,Theatre,Q1,October,45.55
Residential,Theatre,Q2,December,46.59
Residential,Theatre,Q4,November,47.33
Residential,Theatre,Q1,March,46.56
Residential,Theatre,Q2,January,50.23
Residential,Theatre,Q4,February,50.77
Residential,Theatre,Q1,April,52.65
Culture,Concert,Q2,April,54.78
Culture,Concert,Q4,June,54.26
Culture,Concert,Q1,October,56.24
Culture,Concert,Q2,December,59.94
Culture,Concert,Q4,November,60.5
Culture,Concert,Q1,March,62.92
Culture,Concert,Q2,January,63.42
Culture,Concert,Q4,February,64.94
Culture,Concert,Q1,April,0.1
Service,Library,Q2,April,65.09
Service,Library,Q4,June,70.08
Service,Library,Q1,October,74.89
Service,Library,Q2,December,77.47
Service,Library,Q4,November,78.53
Service,Library,Q1,March,77.83
Service,Library,Q2,January,82.04
Service,Library,Q4,February,83.89
Service,Library,Q1,April,86.32
Residential,Hospital,Q2,April,87.37
Residential,Hospital,Q4,June,87.73
Residential,Hospital,Q1,October,89.97
Residential,Hospital,Q2,December,89.74
Residential,Hospital,Q4,November,90.75
Residential,Hospital,Q1,March,86.66
Residential,Hospital,Q2,January,93.71
Residential,Hospital,Q4,February,95.85
Residential,Hospital,Q1,April,97.9
