State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Illinois,Springfield,2015,Soil,Solid Waste,3.91
Illinois,Springfield,2015,Water,Industrial,6.6
Illinois,Springfield,2015,Air,Urban Activities,7.89
Illinois,Springfield,2015,Soil,Inferior Irrigation,8.34
Illinois,Springfield,2015,Water,Inorganic Fertilizers,9.06
Illinois,Springfield,2015,Air,Oxygen-depletion,10.9
Illinois,Springfield,2015,Soil,Groundwater,7.45
Illinois,Springfield,2015,Water,Surface water,11.88
Illinois,Springfield,2015,Air,Noise,12.53
Illinois,Springfield,2015,Soil,Thermal,15.94
Illinois,Springfield,2015,Water,Light,16.69
Illinois,Springfield,2015,Air,Solid Waste,19.6
Illinois,Springfield,2015,Soil,Industrial,22.54
Illinois,Springfield,2015,Water,Urban Activities,26.68
Illinois,Springfield,2015,Air,Inferior Irrigation,27.15
Maryland,Champaign,2017,Soil,Solid Waste,26.74
Maryland,Champaign,2017,Water,Industrial,31.68
Maryland,Champaign,2017,Air,Urban Activities,32.01
Maryland,Champaign,2017,Soil,Inferior Irrigation,32.87
Maryland,Champaign,2017,Water,Inorganic Fertilizers,34.63
Maryland,Champaign,2017,Air,Oxygen-depletion,36.26
Maryland,Champaign,2017,Soil,Groundwater,37.98
Maryland,Champaign,2017,Water,Surface water,37.93
Maryland,Champaign,2017,Air,Noise,38.54
Maryland,Champaign,2017,Soil,Thermal,42.14
Maryland,Champaign,2017,Water,Light,42.67
Maryland,Champaign,2017,Air,Solid Waste,48.53
Maryland,Champaign,2017,Soil,Industrial,51.85
Maryland,Champaign,2017,Water,Urban Activities,54.09
Maryland,Champaign,2017,Air,Inferior Irrigation,58.47
Oregon,Columbia,2016,Soil,Solid Waste,59.51
Oregon,Columbia,2016,Water,Industrial,60.69
Oregon,Columbia,2016,Air,Urban Activities,60.82
Oregon,Columbia,2016,Soil,Inferior Irrigation,62.87
Oregon,Columbia,2016,Water,Inorganic Fertilizers,60.05
Oregon,Columbia,2016,Air,Oxygen-depletion,62.51
Oregon,Columbia,2016,Soil,Groundwater,62.04
Oregon,Columbia,2016,Water,Surface water,64.23
Oregon,Columbia,2016,Air,Noise,61.58
Oregon,Columbia,2016,Soil,Thermal,67.12
Oregon,Columbia,2016,Water,Light,64.03
Oregon,Columbia,2016,Air,Solid Waste,70.65
Oregon,Columbia,2016,Soil,Industrial,62.99
Oregon,Columbia,2016,Water,Urban Activities,66.2
Oregon,Columbia,2016,Air,Inferior Irrigation,74.39
Illinois,Aberdeen,2022,Soil,Solid Waste,80.96
Illinois,Aberdeen,2022,Water,Industrial,81.4
Illinois,Aberdeen,2022,Air,Urban Activities,81.39
Illinois,Aberdeen,2022,Soil,Inferior Irrigation,83.97
Illinois,Aberdeen,2022,Water,Inorganic Fertilizers,84.09
Illinois,Aberdeen,2022,Air,Oxygen-depletion,85.92
Illinois,Aberdeen,2022,Soil,Groundwater,85.84
Illinois,Aberdeen,2022,Water,Surface water,87.7
Illinois,Aberdeen,2022,Air,Noise,94.42
Illinois,Aberdeen,2022,Soil,Thermal,94.94
Illinois,Aberdeen,2022,Water,Light,98.86
Illinois,Aberdeen,2022,Air,Solid Waste,-8.02
Illinois,Aberdeen,2022,Soil,Industrial,-5.16
Illinois,Aberdeen,2022,Water,Urban Activities,-0.82
Illinois,Aberdeen,2022,Air,Inferior Irrigation,-99.09
Maryland,Portland,2015,Soil,Solid Waste,-99.58
Maryland,Portland,2015,Water,Industrial,-95.55
Maryland,Portland,2015,Air,Urban Activities,-91.37
Maryland,Portland,2015,Soil,Inferior Irrigation,-90.12
Maryland,Portland,2015,Water,Inorganic Fertilizers,-88.77
Maryland,Portland,2015,Air,Oxygen-depletion,-87.32
Maryland,Portland,2015,Soil,Groundwater,-88.63
Maryland,Portland,2015,Water,Surface water,-86.44
Maryland,Portland,2015,Air,Noise,-82.21
Maryland,Portland,2015,Soil,Thermal,-79.86
Maryland,Portland,2015,Water,Light,-79.07
Maryland,Portland,2015,Air,Solid Waste,-79.23
Maryland,Portland,2015,Soil,Industrial,-77.64
Maryland,Portland,2015,Water,Urban Activities,-75.88
Maryland,Portland,2015,Air,Inferior Irrigation,-74.76
Oregon,Salem,2017,Soil,Solid Waste,-74.61
Oregon,Salem,2017,Water,Industrial,-73.98
Oregon,Salem,2017,Air,Urban Activities,-66.51
Oregon,Salem,2017,Soil,Inferior Irrigation,-66.11
Oregon,Salem,2017,Water,Inorganic Fertilizers,-63.16
Oregon,Salem,2017,Air,Oxygen-depletion,-60.44
Oregon,Salem,2017,Soil,Groundwater,-57.43
Oregon,Salem,2017,Water,Surface water,-55.44
Oregon,Salem,2017,Air,Noise,-53.68
Oregon,Salem,2017,Soil,Thermal,-52.06
Oregon,Salem,2017,Water,Light,-46.64
Oregon,Salem,2017,Air,Solid Waste,-44.98
Oregon,Salem,2017,Soil,Industrial,-44.83
Oregon,Salem,2017,Water,Urban Activities,-42.77
Oregon,Salem,2017,Air,Inferior Irrigation,-41.61
Illinois,Redmond,2016,Soil,Solid Waste,-35.02
Illinois,Redmond,2016,Water,Industrial,-35.19
Illinois,Redmond,2016,Air,Urban Activities,-33.28
Illinois,Redmond,2016,Soil,Inferior Irrigation,-33.24
Illinois,Redmond,2016,Water,Inorganic Fertilizers,-32.47
Illinois,Redmond,2016,Air,Oxygen-depletion,-34.48
Illinois,Redmond,2016,Soil,Groundwater,-28.05
Illinois,Redmond,2016,Water,Surface water,-11.87
Illinois,Redmond,2016,Air,Noise,-10.68
Illinois,Redmond,2016,Soil,Thermal,-9.33
Illinois,Redmond,2016,Water,Light,-8.21
Illinois,Redmond,2016,Air,Solid Waste,-7.33
Illinois,Redmond,2016,Soil,Industrial,-5.6
Illinois,Redmond,2016,Water,Urban Activities,-4.05
Illinois,Redmond,2016,Air,Inferior Irrigation,-3.95
