Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2022,Minnesota,Minneapolis,Wind,Storm,0.35
2022,Minnesota,Minneapolis,Humidity,Calm,2.98
2022,Minnesota,Minneapolis,Wind,Breeze,3.78
2022,Minnesota,Minneapolis,Humidity,High,4.37
2022,Minnesota,Minneapolis,Wind,Medium,6.39
2022,Minnesota,Minneapolis,Humidity,Storm,7.56
2021,Florida,Rochester,Wind,Storm,7.23
2021,Florida,Rochester,Humidity,Calm,9.1
2021,Florida,Rochester,Wind,Breeze,9.2
2021,Florida,Rochester,Humidity,High,10.2
2021,Florida,Rochester,Wind,Medium,9.65
2021,Florida,Rochester,Humidity,Storm,13.13
2022,Georgia,Fort Lauderdale,Wind,Storm,12.39
2022,Georgia,Fort Lauderdale,Humidity,Calm,15.95
2022,Georgia,Fort Lauderdale,Wind,Breeze,16.42
2022,Georgia,Fort Lauderdale,Humidity,High,16.5
2022,Georgia,Fort Lauderdale,Wind,Medium,18.54
2022,Georgia,Fort Lauderdale,Humidity,Storm,17.12
2021,Minnesota,Tampa,Wind,Storm,20.19
2021,Minnesota,Tampa,Humidity,Calm,21.53
2021,Minnesota,Tampa,Wind,Breeze,22.6
2021,Minnesota,Tampa,Humidity,High,20.59
2021,Minnesota,Tampa,Wind,Medium,24.01
2021,Minnesota,Tampa,Humidity,Storm,23.77
2022,Florida,Albany,Wind,Storm,17.64
2022,Florida,Albany,Humidity,Calm,27.44
2022,Florida,Albany,Wind,Breeze,27.48
2022,Florida,Albany,Humidity,High,21.13
2022,Florida,Albany,Wind,Medium,21.86
2022,Florida,Albany,Humidity,Storm,6.35
2021,Georgia,Washington,Wind,Storm,27.3
2021,Georgia,Washington,Humidity,Calm,8.95
2021,Georgia,Washington,Wind,Breeze,12.88
2021,Georgia,Washington,Humidity,High,13.49
2021,Georgia,Washington,Wind,Medium,13.73
2021,Georgia,Washington,Humidity,Storm,13.14
2022,Minnesota,Columbus,Wind,Storm,14.31
2022,Minnesota,Columbus,Humidity,Calm,16.32
2022,Minnesota,Columbus,Wind,Breeze,16.86
2022,Minnesota,Columbus,Humidity,High,17.55
2022,Minnesota,Columbus,Wind,Medium,18.0
2022,Minnesota,Columbus,Humidity,Storm,19.58
