State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Florida,Fort Lauderdale,2021,Water,Groundwater,1.06
Florida,Fort Lauderdale,2021,Air,Surface water,3.52
Florida,Fort Lauderdale,2021,Soil,Light,5.62
Florida,Fort Lauderdale,2021,Water,Noise,7.82
Florida,Fort Lauderdale,2021,Air,Thermal,12.02
Florida,Fort Lauderdale,2021,Soil,Solid Waste,13.05
Florida,Fort Lauderdale,2021,Water,Industrial,12.55
Florida,Fort Lauderdale,2021,Air,Inorganic Fertilizers,21.17
Florida,Fort Lauderdale,2021,Soil,Groundwater,22.06
Michigan,Tampa,2018,Water,Groundwater,23.93
Michigan,Tampa,2018,Air,Surface water,22.46
Michigan,Tampa,2018,Soil,Light,-96.53
Michigan,Tampa,2018,Water,Noise,-95.47
Michigan,Tampa,2018,Air,Thermal,-94.28
Michigan,Tampa,2018,Soil,Solid Waste,35.64
Michigan,Tampa,2018,Water,Industrial,35.86
Michigan,Tampa,2018,Air,Inorganic Fertilizers,-93.57
Michigan,Tampa,2018,Soil,Groundwater,-90.94
Florida,Detroit,2020,Water,Groundwater,38.12
Florida,Detroit,2020,Air,Surface water,38.5
Florida,Detroit,2020,Soil,Light,44.78
Florida,Detroit,2020,Water,Noise,45.09
Florida,Detroit,2020,Air,Thermal,-80.16
Florida,Detroit,2020,Soil,Solid Waste,50.91
Florida,Detroit,2020,Water,Industrial,52.45
Florida,Detroit,2020,Air,Inorganic Fertilizers,54.2
Florida,Detroit,2020,Soil,Groundwater,-74.41
Michigan,Flint,2021,Water,Groundwater,-65.65
Michigan,Flint,2021,Air,Surface water,-64.28
Michigan,Flint,2021,Soil,Light,66.63
Michigan,Flint,2021,Water,Noise,-60.18
Michigan,Flint,2021,Air,Thermal,69.56
Michigan,Flint,2021,Soil,Solid Waste,69.42
Michigan,Flint,2021,Water,Industrial,-58.5
Michigan,Flint,2021,Air,Inorganic Fertilizers,73.52
Michigan,Flint,2021,Soil,Groundwater,-46.01
Florida,Port Huron,2018,Water,Groundwater,-43.44
Florida,Port Huron,2018,Air,Surface water,90.4
Florida,Port Huron,2018,Soil,Light,-38.38
Florida,Port Huron,2018,Water,Noise,93.8
Florida,Port Huron,2018,Air,Thermal,-31.06
Florida,Port Huron,2018,Soil,Solid Waste,99.03
Florida,Port Huron,2018,Water,Industrial,-12.15
Florida,Port Huron,2018,Air,Inorganic Fertilizers,-10.08
Florida,Port Huron,2018,Soil,Groundwater,-9.27
