Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2015,Q3,Meat,Camel,521.07
Export,2015,Q3,Cereals,Pork,528.33
Export,2015,Q3,Meat,Duck,275.67
Export,2015,Q3,Cereals,Seeds,403.52
Export,2015,Q3,Meat,Corn,277.79
Export,2015,Q3,Cereals,Camel,47.69
Export,2019,Q3,Meat,Camel,823.44
Export,2019,Q3,Cereals,Pork,567.58
Export,2019,Q3,Meat,Duck,319.55
Export,2019,Q3,Cereals,Seeds,450.22
Export,2019,Q3,Meat,Corn,194.5
Export,2019,Q3,Cereals,Camel,971.42
Export,2015,Q3,Meat,Camel,206.94
Export,2015,Q3,Cereals,Pork,462.12
Export,2015,Q3,Meat,Duck,85.13
Export,2015,Q3,Cereals,Seeds,470.37
Export,2015,Q3,Meat,Corn,990.74
Export,2015,Q3,Cereals,Camel,227.01
Export,2019,Q3,Meat,Camel,484.21
Export,2019,Q3,Cereals,Pork,613.9
Export,2019,Q3,Meat,Duck,742.39
Export,2019,Q3,Cereals,Seeds,231.3
Export,2019,Q3,Meat,Corn,233.04
Export,2019,Q3,Cereals,Camel,362.6
