Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2019,Cereals,Oats,645.6
Import,2019,Beverage,Seeds,773.26
Import,2019,Cereals,Juice,784.34
Import,2019,Beverage,Coffee,21.48
Import,2019,Cereals,Soda,540.75
Import,2019,Beverage,Oats,679.34
Import,2018,Cereals,Oats,810.45
Import,2018,Beverage,Seeds,178.2
Import,2018,Cereals,Juice,691.12
Import,2018,Beverage,Coffee,308.49
Import,2018,Cereals,Soda,825.61
Import,2018,Beverage,Oats,59.39
Import,2021,Cereals,Oats,971.98
Import,2021,Beverage,Seeds,593.84
Import,2021,Cereals,Juice,467.66
Import,2021,Beverage,Coffee,340.69
Import,2021,Cereals,Soda,598.78
Import,2021,Beverage,Oats,475.27
Import,2019,Cereals,Oats,101.34
Import,2019,Beverage,Seeds,105.8
Import,2019,Cereals,Juice,880.34
Import,2019,Beverage,Coffee,115.27
Import,2019,Cereals,Soda,757.6
Import,2019,Beverage,Oats,118.16
