Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2021,Q2,Cereals,Seeds,896.51
Import,2021,Q2,Beverage,Soybeans,385.45
Import,2021,Q2,Meat,Oats,522.62
Import,2021,Q2,Cereals,Soda,12.61
Import,2021,Q2,Beverage,Tea,400.08
Import,2021,Q2,Meat,Lamb,792.8
Import,2021,Q2,Cereals,Duck,25.04
Import,2021,Q2,Beverage,Seeds,796.25
Import,2021,Q2,Meat,Soybeans,30.65
Import,2020,Q2,Cereals,Seeds,33.97
Import,2020,Q2,Beverage,Soybeans,162.01
Import,2020,Q2,Meat,Oats,675.81
Import,2020,Q2,Cereals,Soda,164.99
Import,2020,Q2,Beverage,Tea,933.45
Import,2020,Q2,Meat,Lamb,806.83
Import,2020,Q2,Cereals,Duck,932.7
Import,2020,Q2,Beverage,Seeds,931.24
Import,2020,Q2,Meat,Soybeans,49.53
Import,2016,Q2,Cereals,Seeds,818.28
Import,2016,Q2,Beverage,Soybeans,565.61
Import,2016,Q2,Meat,Oats,445.61
Import,2016,Q2,Cereals,Soda,957.15
Import,2016,Q2,Beverage,Tea,63.45
Import,2016,Q2,Meat,Lamb,961.53
Import,2016,Q2,Cereals,Duck,193.85
Import,2016,Q2,Beverage,Seeds,711.54
Import,2016,Q2,Meat,Soybeans,840.64
Import,2021,Q2,Cereals,Seeds,203.87
Import,2021,Q2,Beverage,Soybeans,463.21
Import,2021,Q2,Meat,Oats,207.91
Import,2021,Q2,Cereals,Soda,465.27
Import,2021,Q2,Beverage,Tea,210.48
Import,2021,Q2,Meat,Lamb,80.27
Import,2021,Q2,Cereals,Duck,600.49
Import,2021,Q2,Beverage,Seeds,348.11
Import,2021,Q2,Meat,Soybeans,989.71
Import,2020,Q2,Cereals,Seeds,222.45
Import,2020,Q2,Beverage,Soybeans,228.88
Import,2020,Q2,Meat,Oats,614.09
Import,2020,Q2,Cereals,Soda,487.31
Import,2020,Q2,Beverage,Tea,743.72
Import,2020,Q2,Meat,Lamb,364.28
Import,2020,Q2,Cereals,Duck,631.35
Import,2020,Q2,Beverage,Seeds,124.14
Import,2020,Q2,Meat,Soybeans,126.83
