Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2018,Dairy,Cream,32.99
Export,2018,Meat,Butter,450.69
Export,2018,Dairy,Yoghurt,805.86
Export,2018,Meat,Chicken,647.72
Export,2018,Dairy,Pork,554.35
Export,2018,Meat,Camel,299.06
Export,2017,Dairy,Cream,976.5
Export,2017,Meat,Butter,304.54
Export,2017,Dairy,Yoghurt,690.08
Export,2017,Meat,Chicken,531.99
Export,2017,Dairy,Pork,436.63
Export,2017,Meat,Camel,530.72
Export,2018,Dairy,Cream,854.87
Export,2018,Meat,Butter,342.24
Export,2018,Dairy,Yoghurt,252.15
Export,2018,Meat,Chicken,377.61
Export,2018,Dairy,Pork,892.5
Export,2018,Meat,Camel,701.44
