Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q4,November,2.31
Production,Factory,Q1,October,8.61
Production,Factory,Q2,March,9.12
Production,Factory,Q4,January,10.86
Production,Factory,Q1,February,11.21
Production,Factory,Q2,April,12.13
Production,Factory,Q4,May,13.94
Production,Factory,Q1,June,16.72
Production,Factory,Q2,November,21.88
Culture,Workshop,Q4,November,25.73
Culture,Workshop,Q1,October,29.62
Culture,Workshop,Q2,March,30.9
Culture,Workshop,Q4,January,29.33
Culture,Workshop,Q1,February,33.29
Culture,Workshop,Q2,April,34.68
Culture,Workshop,Q4,May,35.0
Culture,Workshop,Q1,June,42.65
Culture,Workshop,Q2,November,45.74
Production,Theatre,Q4,November,51.25
Production,Theatre,Q1,October,55.19
Production,Theatre,Q2,March,56.33
Production,Theatre,Q4,January,59.01
Production,Theatre,Q1,February,59.81
Production,Theatre,Q2,April,64.63
Production,Theatre,Q4,May,65.67
Production,Theatre,Q1,June,65.0
Production,Theatre,Q2,November,67.08
Culture,Museum,Q4,November,69.0
Culture,Museum,Q1,October,69.91
Culture,Museum,Q2,March,72.1
Culture,Museum,Q4,January,84.7
Culture,Museum,Q1,February,85.91
Culture,Museum,Q2,April,95.26
Culture,Museum,Q4,May,96.73
Culture,Museum,Q1,June,97.7
Culture,Museum,Q2,November,98.58
