State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Nevada,Boulder City,2016,Air,Thermal,0.97
Nevada,Boulder City,2016,Soil,Light,1.52
Nevada,Boulder City,2016,Air,Noise,3.29
Nevada,Boulder City,2016,Soil,Inorganic Fertilizers,4.62
Nevada,Boulder City,2016,Air,Urban Activities,12.87
Nevada,Boulder City,2016,Soil,Solid Waste,12.58
Nevada,Boulder City,2016,Air,Industrial,14.26
Nevada,Boulder City,2016,Soil,Inferior Irrigation,16.43
Nevada,Boulder City,2016,Air,Thermal,21.94
Nevada,Boulder City,2016,Soil,Light,24.58
Minnesota,Las Vegas,2018,Air,Thermal,25.8
Minnesota,Las Vegas,2018,Soil,Light,26.3
Minnesota,Las Vegas,2018,Air,Noise,-99.33
Minnesota,Las Vegas,2018,Soil,Inorganic Fertilizers,36.6
Minnesota,Las Vegas,2018,Air,Urban Activities,-91.22
Minnesota,Las Vegas,2018,Soil,Solid Waste,38.25
Minnesota,Las Vegas,2018,Air,Industrial,37.14
Minnesota,Las Vegas,2018,Soil,Inferior Irrigation,-88.01
Minnesota,Las Vegas,2018,Air,Thermal,47.33
Minnesota,Las Vegas,2018,Soil,Light,47.65
Nevada,Reno,2016,Air,Thermal,-80.25
Nevada,Reno,2016,Soil,Light,49.13
Nevada,Reno,2016,Air,Noise,53.87
Nevada,Reno,2016,Soil,Inorganic Fertilizers,55.74
Nevada,Reno,2016,Air,Urban Activities,58.97
Nevada,Reno,2016,Soil,Solid Waste,-70.93
Nevada,Reno,2016,Air,Industrial,62.43
Nevada,Reno,2016,Soil,Inferior Irrigation,-66.31
Nevada,Reno,2016,Air,Thermal,-64.63
Nevada,Reno,2016,Soil,Light,65.4
Minnesota,Hastings,2018,Air,Thermal,-53.74
Minnesota,Hastings,2018,Soil,Light,-50.09
Minnesota,Hastings,2018,Air,Noise,83.84
Minnesota,Hastings,2018,Soil,Inorganic Fertilizers,-43.44
Minnesota,Hastings,2018,Air,Urban Activities,86.42
Minnesota,Hastings,2018,Soil,Solid Waste,87.76
Minnesota,Hastings,2018,Air,Industrial,-39.7
Minnesota,Hastings,2018,Soil,Inferior Irrigation,-37.42
Minnesota,Hastings,2018,Air,Thermal,-36.01
Minnesota,Hastings,2018,Soil,Light,92.9
Nevada,Minneapolis,2016,Air,Thermal,-34.37
Nevada,Minneapolis,2016,Soil,Light,-35.01
Nevada,Minneapolis,2016,Air,Noise,-32.16
Nevada,Minneapolis,2016,Soil,Inorganic Fertilizers,-31.02
Nevada,Minneapolis,2016,Air,Urban Activities,96.24
Nevada,Minneapolis,2016,Soil,Solid Waste,-35.87
Nevada,Minneapolis,2016,Air,Industrial,-26.09
Nevada,Minneapolis,2016,Soil,Inferior Irrigation,-20.34
Nevada,Minneapolis,2016,Air,Thermal,-16.58
Nevada,Minneapolis,2016,Soil,Light,-7.76
