Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Maryland,Columbia,Humidity,Low,2.22
2021,Maryland,Columbia,Wind,High,3.33
2021,Maryland,Columbia,Humidity,Storm,4.62
2021,Maryland,Columbia,Wind,Calm,5.73
2022,Florida,Aberdeen,Humidity,Low,6.68
2022,Florida,Aberdeen,Wind,High,4.44
2022,Florida,Aberdeen,Humidity,Storm,6.61
2022,Florida,Aberdeen,Wind,Calm,9.17
2021,Minnesota,Tampa,Humidity,Low,9.21
2021,Minnesota,Tampa,Wind,High,11.52
2021,Minnesota,Tampa,Humidity,Storm,11.82
2021,Minnesota,Tampa,Wind,Calm,11.66
2022,Maryland,Fort Lauderdale,Humidity,Low,14.63
2022,Maryland,Fort Lauderdale,Wind,High,12.72
2022,Maryland,Fort Lauderdale,Humidity,Storm,15.41
2022,Maryland,Fort Lauderdale,Wind,Calm,16.1
2021,Florida,Minneapolis,Humidity,Low,16.8
2021,Florida,Minneapolis,Wind,High,12.77
2021,Florida,Minneapolis,Humidity,Storm,19.7
2021,Florida,Minneapolis,Wind,Calm,22.93
2022,Minnesota,Rochester,Humidity,Low,22.58
2022,Minnesota,Rochester,Wind,High,22.82
2022,Minnesota,Rochester,Humidity,Storm,26.0
2022,Minnesota,Rochester,Wind,Calm,6.36
