Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q2,May,1.61
Production,Factory,Q4,April,3.66
Production,Factory,Q3,June,4.64
Production,Factory,Q2,December,3.94
Production,Factory,Q4,November,14.03
Production,Factory,Q3,July,18.18
Production,Factory,Q2,September,20.8
Production,Factory,Q4,August,20.97
Production,Factory,Q3,May,22.7
Culture,Workshop,Q2,May,20.39
Culture,Workshop,Q4,April,26.64
Culture,Workshop,Q3,June,27.2
Culture,Workshop,Q2,December,28.87
Culture,Workshop,Q4,November,29.01
Culture,Workshop,Q3,July,30.68
Culture,Workshop,Q2,September,32.7
Culture,Workshop,Q4,August,38.12
Culture,Workshop,Q3,May,40.45
Service,Concert,Q2,May,41.37
Service,Concert,Q4,April,40.72
Service,Concert,Q3,June,43.62
Service,Concert,Q2,December,44.24
Service,Concert,Q4,November,45.03
Service,Concert,Q3,July,45.62
Service,Concert,Q2,September,41.17
Service,Concert,Q4,August,48.41
Service,Concert,Q3,May,49.81
Production,Museum,Q2,May,50.04
Production,Museum,Q4,April,51.47
Production,Museum,Q3,June,52.78
Production,Museum,Q2,December,53.07
Production,Museum,Q4,November,48.2
Production,Museum,Q3,July,56.09
Production,Museum,Q2,September,57.86
Production,Museum,Q4,August,58.21
Production,Museum,Q3,May,58.1
Culture,Library,Q2,May,60.57
Culture,Library,Q4,April,60.41
Culture,Library,Q3,June,63.8
Culture,Library,Q2,December,64.66
Culture,Library,Q4,November,64.47
Culture,Library,Q3,July,65.14
Culture,Library,Q2,September,67.48
Culture,Library,Q4,August,70.31
Culture,Library,Q3,May,70.3
Service,School,Q2,May,72.14
Service,School,Q4,April,72.63
Service,School,Q3,June,74.5
Service,School,Q2,December,72.26
Service,School,Q4,November,76.95
Service,School,Q3,July,74.31
Service,School,Q2,September,78.21
Service,School,Q4,August,85.59
Service,School,Q3,May,85.61
Production,Administration,Q2,May,88.09
Production,Administration,Q4,April,89.94
Production,Administration,Q3,June,93.38
Production,Administration,Q2,December,95.44
Production,Administration,Q4,November,95.59
Production,Administration,Q3,July,96.22
Production,Administration,Q2,September,96.12
Production,Administration,Q4,August,96.37
Production,Administration,Q3,May,98.37
