Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2015,Meat,Duck,901.13
Import,2015,Dairy,Lamb,389.76
Import,2015,Beverage,Cheese,774.34
Import,2015,Meat,Butter,533.79
Import,2015,Dairy,Soda,149.07
Import,2015,Beverage,Juice,23.23
Import,2020,Meat,Duck,21.81
Import,2020,Dairy,Lamb,667.56
Import,2020,Beverage,Cheese,28.6
Import,2020,Meat,Butter,161.49
Import,2020,Dairy,Soda,163.8
Import,2020,Beverage,Juice,164.55
Import,2022,Meat,Duck,948.06
Import,2022,Dairy,Lamb,948.88
Import,2022,Beverage,Cheese,963.27
Import,2022,Meat,Butter,197.12
Import,2022,Dairy,Soda,966.81
Import,2022,Beverage,Juice,711.91
Import,2015,Meat,Duck,840.89
Import,2015,Dairy,Lamb,728.19
Import,2015,Beverage,Cheese,864.59
Import,2015,Meat,Butter,620.83
Import,2015,Dairy,Soda,886.34
Import,2015,Beverage,Juice,127.66
