Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q2,June,Florida,Tampa,4.39
Residential,House,Q4,May,Florida,Fort Lauderdale,5.23
Residential,House,Q2,November,Florida,Tampa,12.7
Residential,House,Q4,December,Florida,Fort Lauderdale,12.65
Residential,House,Q2,October,Florida,Tampa,16.21
Residential,House,Q4,June,Florida,Fort Lauderdale,17.33
Service,Hotel,Q2,June,Florida,Tampa,17.91
Service,Hotel,Q4,May,Florida,Fort Lauderdale,18.29
Service,Hotel,Q2,November,Florida,Tampa,16.74
Service,Hotel,Q4,December,Florida,Fort Lauderdale,22.21
Service,Hotel,Q2,October,Florida,Tampa,31.25
Service,Hotel,Q4,June,Florida,Fort Lauderdale,32.29
Culture,Administration,Q2,June,Florida,Tampa,32.19
Culture,Administration,Q4,May,Florida,Fort Lauderdale,34.71
Culture,Administration,Q2,November,Florida,Tampa,37.75
Culture,Administration,Q4,December,Florida,Fort Lauderdale,39.82
Culture,Administration,Q2,October,Florida,Tampa,41.58
Culture,Administration,Q4,June,Florida,Fort Lauderdale,42.98
Residential,School,Q2,June,Florida,Tampa,43.58
Residential,School,Q4,May,Florida,Fort Lauderdale,44.79
Residential,School,Q2,November,Florida,Tampa,45.48
Residential,School,Q4,December,Florida,Fort Lauderdale,45.03
Residential,School,Q2,October,Florida,Tampa,45.23
Residential,School,Q4,June,Florida,Fort Lauderdale,51.38
Service,Concert,Q2,June,Florida,Tampa,53.09
Service,Concert,Q4,May,Florida,Fort Lauderdale,55.49
Service,Concert,Q2,November,Florida,Tampa,59.28
Service,Concert,Q4,December,Florida,Fort Lauderdale,60.8
Service,Concert,Q2,October,Florida,Tampa,60.46
Service,Concert,Q4,June,Florida,Fort Lauderdale,63.52
Culture,Museum,Q2,June,Florida,Tampa,63.24
Culture,Museum,Q4,May,Florida,Fort Lauderdale,69.31
Culture,Museum,Q2,November,Florida,Tampa,72.18
Culture,Museum,Q4,December,Florida,Fort Lauderdale,73.52
Culture,Museum,Q2,October,Florida,Tampa,74.31
Culture,Museum,Q4,June,Florida,Fort Lauderdale,81.38
Residential,Theatre,Q2,June,Florida,Tampa,91.07
Residential,Theatre,Q4,May,Florida,Fort Lauderdale,92.51
Residential,Theatre,Q2,November,Florida,Tampa,94.63
Residential,Theatre,Q4,December,Florida,Fort Lauderdale,95.82
Residential,Theatre,Q2,October,Florida,Tampa,95.68
Residential,Theatre,Q4,June,Florida,Fort Lauderdale,97.36
