Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Maryland,Aberdeen,Temperature,11-20,1.11
2015,Maryland,Aberdeen,Wind,21-30,4.3
2015,Maryland,Aberdeen,Temperature,Breeze,4.8
2015,Maryland,Aberdeen,Wind,Storm,6.94
2015,Maryland,Aberdeen,Temperature,Calm,6.18
2015,Maryland,Aberdeen,Wind,11-20,7.21
2022,California,Baltimore,Temperature,11-20,9.68
2022,California,Baltimore,Wind,21-30,6.02
2022,California,Baltimore,Temperature,Breeze,11.42
2022,California,Baltimore,Wind,Storm,12.48
2022,California,Baltimore,Temperature,Calm,9.57
2022,California,Baltimore,Wind,11-20,14.08
2015,Nevada,Los-Angeles,Temperature,11-20,14.71
2015,Nevada,Los-Angeles,Wind,21-30,14.4
2015,Nevada,Los-Angeles,Temperature,Breeze,10.33
2015,Nevada,Los-Angeles,Wind,Storm,13.61
2015,Nevada,Los-Angeles,Temperature,Calm,19.7
2015,Nevada,Los-Angeles,Wind,11-20,20.76
2022,Maryland,Malibu,Temperature,11-20,21.14
2022,Maryland,Malibu,Wind,21-30,22.6
2022,Maryland,Malibu,Temperature,Breeze,21.68
2022,Maryland,Malibu,Wind,Storm,22.22
2022,Maryland,Malibu,Temperature,Calm,20.72
2022,Maryland,Malibu,Wind,11-20,26.96
2015,California,Reno,Temperature,11-20,20.22
2015,California,Reno,Wind,21-30,24.78
2015,California,Reno,Temperature,Breeze,22.17
2015,California,Reno,Wind,Storm,22.78
2015,California,Reno,Temperature,Calm,22.8
2015,California,Reno,Wind,11-20,23.26
2022,Nevada,Las Vegas,Temperature,11-20,8.21
2022,Nevada,Las Vegas,Wind,21-30,14.23
2022,Nevada,Las Vegas,Temperature,Breeze,5.39
2022,Nevada,Las Vegas,Wind,Storm,19.43
2022,Nevada,Las Vegas,Temperature,Calm,21.47
2022,Nevada,Las Vegas,Wind,11-20,4.01
