Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q2,May,7.85
Culture,Museum,Q4,June,9.51
Culture,Museum,Q2,December,9.91
Culture,Museum,Q4,October,11.5
Culture,Museum,Q2,November,12.31
Culture,Museum,Q4,May,15.96
Residential,Theatre,Q2,May,16.38
Residential,Theatre,Q4,June,16.08
Residential,Theatre,Q2,December,20.61
Residential,Theatre,Q4,October,21.27
Residential,Theatre,Q2,November,24.32
Residential,Theatre,Q4,May,28.51
Culture,Hotel,Q2,May,28.61
Culture,Hotel,Q4,June,32.92
Culture,Hotel,Q2,December,39.63
Culture,Hotel,Q4,October,44.87
Culture,Hotel,Q2,November,46.92
Culture,Hotel,Q4,May,50.9
Residential,Apartment,Q2,May,50.01
Residential,Apartment,Q4,June,56.35
Residential,Apartment,Q2,December,58.38
Residential,Apartment,Q4,October,68.66
Residential,Apartment,Q2,November,71.33
Residential,Apartment,Q4,May,73.34
Culture,House,Q2,May,82.87
Culture,House,Q4,June,84.91
Culture,House,Q2,December,89.5
Culture,House,Q4,October,95.97
Culture,House,Q2,November,98.98
Culture,House,Q4,May,99.13
