Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,School,Q3,August,7.81
Service,School,Q4,July,8.19
Service,School,Q1,December,9.84
Service,School,Q3,November,11.98
Service,School,Q4,October,12.68
Service,School,Q1,March,12.41
Service,School,Q3,February,11.14
Service,School,Q4,January,15.62
Service,School,Q1,August,17.68
Residential,Library,Q3,August,18.19
Residential,Library,Q4,July,21.74
Residential,Library,Q1,December,22.02
Residential,Library,Q3,November,27.56
Residential,Library,Q4,October,27.04
Residential,Library,Q1,March,31.95
Residential,Library,Q3,February,32.99
Residential,Library,Q4,January,32.69
Residential,Library,Q1,August,34.06
Culture,House,Q3,August,34.62
Culture,House,Q4,July,34.83
Culture,House,Q1,December,38.4
Culture,House,Q3,November,39.53
Culture,House,Q4,October,40.2
Culture,House,Q1,March,41.38
Culture,House,Q3,February,43.27
Culture,House,Q4,January,44.3
Culture,House,Q1,August,45.45
Service,Apartment,Q3,August,46.24
Service,Apartment,Q4,July,44.36
Service,Apartment,Q1,December,46.37
Service,Apartment,Q3,November,44.9
Service,Apartment,Q4,October,51.8
Service,Apartment,Q1,March,53.14
Service,Apartment,Q3,February,56.78
Service,Apartment,Q4,January,56.18
Service,Apartment,Q1,August,60.27
Residential,Concert,Q3,August,61.85
Residential,Concert,Q4,July,62.95
Residential,Concert,Q1,December,62.24
Residential,Concert,Q3,November,64.89
Residential,Concert,Q4,October,63.49
Residential,Concert,Q1,March,66.77
Residential,Concert,Q3,February,67.23
Residential,Concert,Q4,January,67.68
Residential,Concert,Q1,August,71.8
Culture,Museum,Q3,August,73.32
Culture,Museum,Q4,July,75.56
Culture,Museum,Q1,December,76.62
Culture,Museum,Q3,November,75.48
Culture,Museum,Q4,October,78.55
Culture,Museum,Q1,March,80.72
Culture,Museum,Q3,February,81.01
Culture,Museum,Q4,January,82.42
Culture,Museum,Q1,August,80.3
Service,Theatre,Q3,August,84.64
Service,Theatre,Q4,July,80.94
Service,Theatre,Q1,December,87.23
Service,Theatre,Q3,November,88.01
Service,Theatre,Q4,October,89.4
Service,Theatre,Q1,March,97.21
Service,Theatre,Q3,February,98.53
Service,Theatre,Q4,January,98.56
Service,Theatre,Q1,August,98.33
