Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Apartment,Q3,August,1.98
Residential,Apartment,Q4,September,5.79
Residential,Apartment,Q3,November,5.77
Residential,Apartment,Q4,October,8.46
Residential,Apartment,Q3,December,11.47
Residential,Apartment,Q4,August,14.96
Service,House,Q3,August,16.09
Service,House,Q4,September,21.85
Service,House,Q3,November,23.61
Service,House,Q4,October,29.5
Service,House,Q3,December,30.21
Service,House,Q4,August,34.03
Residential,Hotel,Q3,August,35.19
Residential,Hotel,Q4,September,36.05
Residential,Hotel,Q3,November,49.17
Residential,Hotel,Q4,October,52.37
Residential,Hotel,Q3,December,53.74
Residential,Hotel,Q4,August,52.59
Service,Hospital,Q3,August,56.82
Service,Hospital,Q4,September,56.19
Service,Hospital,Q3,November,65.79
Service,Hospital,Q4,October,66.89
Service,Hospital,Q3,December,68.96
Service,Hospital,Q4,August,70.6
Residential,School,Q3,August,77.97
Residential,School,Q4,September,78.72
Residential,School,Q3,November,79.32
Residential,School,Q4,October,78.7
Residential,School,Q3,December,77.95
Residential,School,Q4,August,82.85
Service,Library,Q3,August,84.32
Service,Library,Q4,September,85.95
Service,Library,Q3,November,87.85
Service,Library,Q4,October,89.64
Service,Library,Q3,December,94.18
Service,Library,Q4,August,98.14
