Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2016,Q1,Fire,Slight,96.78
Female,2016,Q1,Traffic,Slight,66.67
Female,2016,Q1,Drowning,Slight,26.57
Female,2018,Q2,Fire,Slight,58.88
Female,2018,Q2,Traffic,Slight,41.28
Female,2018,Q2,Drowning,Slight,75.86
Female,2016,Q1,Fire,Slight,13.98
Female,2016,Q1,Traffic,Slight,79.12
Female,2016,Q1,Drowning,Slight,79.88
Female,2018,Q2,Fire,Slight,81.35
Female,2018,Q2,Traffic,Slight,54.94
Female,2018,Q2,Drowning,Slight,58.26
Female,2016,Q1,Fire,Slight,92.26
Female,2016,Q1,Traffic,Slight,61.31
Female,2016,Q1,Drowning,Slight,94.86
