State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Massachusetts,Lenox,2019,Water,Groundwater,1.54
Massachusetts,Lenox,2019,Air,Surface water,3.85
Massachusetts,Lenox,2019,Soil,Chemical,7.06
Massachusetts,Lenox,2019,Water,Oxygen-depletion,9.11
Massachusetts,Lenox,2019,Air,Thermal,9.13
Massachusetts,Lenox,2019,Soil,Noise,11.1
Massachusetts,Lenox,2019,Water,Light,12.21
Massachusetts,Lenox,2019,Air,Inferior Irrigation,9.52
Massachusetts,Lenox,2019,Soil,Industrial,17.49
Massachusetts,Lenox,2019,Water,Solid Waste,17.19
Massachusetts,Lenox,2019,Air,Urban Activities,29.17
Massachusetts,Lenox,2019,Soil,Groundwater,30.06
Illinois,Boston,2016,Water,Groundwater,30.46
Illinois,Boston,2016,Air,Surface water,-99.85
Illinois,Boston,2016,Soil,Chemical,-95.31
Illinois,Boston,2016,Water,Oxygen-depletion,30.07
Illinois,Boston,2016,Air,Thermal,-93.31
Illinois,Boston,2016,Soil,Noise,-85.4
Illinois,Boston,2016,Water,Light,44.0
Illinois,Boston,2016,Air,Inferior Irrigation,-83.21
Illinois,Boston,2016,Soil,Industrial,-83.43
Illinois,Boston,2016,Water,Solid Waste,45.88
Illinois,Boston,2016,Air,Urban Activities,-79.18
Illinois,Boston,2016,Soil,Groundwater,49.32
Massachusetts,Chicago,2019,Water,Groundwater,53.77
Massachusetts,Chicago,2019,Air,Surface water,-75.75
Massachusetts,Chicago,2019,Soil,Chemical,58.87
Massachusetts,Chicago,2019,Water,Oxygen-depletion,-68.43
Massachusetts,Chicago,2019,Air,Thermal,61.42
Massachusetts,Chicago,2019,Soil,Noise,-68.98
Massachusetts,Chicago,2019,Water,Light,61.09
Massachusetts,Chicago,2019,Air,Inferior Irrigation,-64.79
Massachusetts,Chicago,2019,Soil,Industrial,-63.44
Massachusetts,Chicago,2019,Water,Solid Waste,-64.07
Massachusetts,Chicago,2019,Air,Urban Activities,-60.94
Massachusetts,Chicago,2019,Soil,Groundwater,72.98
Illinois,Champaign,2016,Water,Groundwater,-55.0
Illinois,Champaign,2016,Air,Surface water,78.47
Illinois,Champaign,2016,Soil,Chemical,-49.77
Illinois,Champaign,2016,Water,Oxygen-depletion,80.64
Illinois,Champaign,2016,Air,Thermal,-3.52
Illinois,Champaign,2016,Soil,Noise,81.53
Illinois,Champaign,2016,Water,Light,79.41
Illinois,Champaign,2016,Air,Inferior Irrigation,-45.23
Illinois,Champaign,2016,Soil,Industrial,-45.56
Illinois,Champaign,2016,Water,Solid Waste,-2.86
Illinois,Champaign,2016,Air,Urban Activities,-49.06
Illinois,Champaign,2016,Soil,Groundwater,89.39
Massachusetts,Springfield,2019,Water,Groundwater,-39.3
Massachusetts,Springfield,2019,Air,Surface water,-34.43
Massachusetts,Springfield,2019,Soil,Chemical,96.76
Massachusetts,Springfield,2019,Water,Oxygen-depletion,97.73
Massachusetts,Springfield,2019,Air,Thermal,-24.54
Massachusetts,Springfield,2019,Soil,Noise,-24.52
Massachusetts,Springfield,2019,Water,Light,-19.78
Massachusetts,Springfield,2019,Air,Inferior Irrigation,-16.72
Massachusetts,Springfield,2019,Soil,Industrial,-13.25
Massachusetts,Springfield,2019,Water,Solid Waste,-5.75
Massachusetts,Springfield,2019,Air,Urban Activities,-3.09
Massachusetts,Springfield,2019,Soil,Groundwater,-2.44
