State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Minnesota,Hastings,Air,Noise,3.49
Minnesota,Hastings,Water,Thermal,3.39
Minnesota,Hastings,Soil,Light,12.13
Minnesota,Hastings,Air,Surface water,13.92
Minnesota,Hastings,Water,Groundwater,18.63
Minnesota,Hastings,Soil,Chemical,19.45
Minnesota,Hastings,Air,Oxygen-depletion,20.76
Minnesota,Hastings,Water,Urban Activities,19.87
Minnesota,Hastings,Soil,Inferior Irrigation,24.72
Minnesota,Hastings,Air,Inorganic Fertilizers,25.6
Minnesota,Hastings,Water,Solid Waste,29.07
Minnesota,Hastings,Soil,Noise,30.51
Florida,Rochester,Air,Noise,32.36
Florida,Rochester,Water,Thermal,36.69
Florida,Rochester,Soil,Light,37.6
Florida,Rochester,Air,Surface water,40.95
Florida,Rochester,Water,Groundwater,41.09
Florida,Rochester,Soil,Chemical,45.17
Florida,Rochester,Air,Oxygen-depletion,46.65
Florida,Rochester,Water,Urban Activities,46.55
Florida,Rochester,Soil,Inferior Irrigation,48.55
Florida,Rochester,Air,Inorganic Fertilizers,47.19
Florida,Rochester,Water,Solid Waste,49.99
Florida,Rochester,Soil,Noise,54.21
Massachusetts,Tampa,Air,Noise,58.16
Massachusetts,Tampa,Water,Thermal,59.11
Massachusetts,Tampa,Soil,Light,58.36
Massachusetts,Tampa,Air,Surface water,66.11
Massachusetts,Tampa,Water,Groundwater,67.51
Massachusetts,Tampa,Soil,Chemical,70.7
Massachusetts,Tampa,Air,Oxygen-depletion,73.96
Massachusetts,Tampa,Water,Urban Activities,76.73
Massachusetts,Tampa,Soil,Inferior Irrigation,76.14
Massachusetts,Tampa,Air,Inorganic Fertilizers,79.57
Massachusetts,Tampa,Water,Solid Waste,84.27
Massachusetts,Tampa,Soil,Noise,86.77
Minnesota,Fort Lauderdale,Air,Noise,88.79
Minnesota,Fort Lauderdale,Water,Thermal,91.59
Minnesota,Fort Lauderdale,Soil,Light,92.84
Minnesota,Fort Lauderdale,Air,Surface water,91.73
Minnesota,Fort Lauderdale,Water,Groundwater,95.8
Minnesota,Fort Lauderdale,Soil,Chemical,96.63
Minnesota,Fort Lauderdale,Air,Oxygen-depletion,97.43
Minnesota,Fort Lauderdale,Water,Urban Activities,97.17
Minnesota,Fort Lauderdale,Soil,Inferior Irrigation,99.93
Minnesota,Fort Lauderdale,Air,Inorganic Fertilizers,-6.23
Minnesota,Fort Lauderdale,Water,Solid Waste,0.33
Minnesota,Fort Lauderdale,Soil,Noise,-97.32
Florida,Cambridge,Air,Noise,-96.53
Florida,Cambridge,Water,Thermal,-95.87
Florida,Cambridge,Soil,Light,-96.33
Florida,Cambridge,Air,Surface water,-89.86
Florida,Cambridge,Water,Groundwater,-89.63
Florida,Cambridge,Soil,Chemical,-80.17
Florida,Cambridge,Air,Oxygen-depletion,-78.68
Florida,Cambridge,Water,Urban Activities,-77.13
Florida,Cambridge,Soil,Inferior Irrigation,-76.21
Florida,Cambridge,Air,Inorganic Fertilizers,-76.16
Florida,Cambridge,Water,Solid Waste,-77.85
Florida,Cambridge,Soil,Noise,-73.36
Massachusetts,Boston,Air,Noise,-72.0
Massachusetts,Boston,Water,Thermal,-69.81
Massachusetts,Boston,Soil,Light,-64.21
Massachusetts,Boston,Air,Surface water,-59.8
Massachusetts,Boston,Water,Groundwater,-58.61
Massachusetts,Boston,Soil,Chemical,-57.29
Massachusetts,Boston,Air,Oxygen-depletion,-55.44
Massachusetts,Boston,Water,Urban Activities,-55.21
Massachusetts,Boston,Soil,Inferior Irrigation,-52.17
Massachusetts,Boston,Air,Inorganic Fertilizers,-50.18
Massachusetts,Boston,Water,Solid Waste,-48.83
Massachusetts,Boston,Soil,Noise,-46.58
Minnesota,Lenox,Air,Noise,-42.29
Minnesota,Lenox,Water,Thermal,-38.98
Minnesota,Lenox,Soil,Light,-31.23
Minnesota,Lenox,Air,Surface water,-30.9
Minnesota,Lenox,Water,Groundwater,-24.4
Minnesota,Lenox,Soil,Chemical,-22.56
Minnesota,Lenox,Air,Oxygen-depletion,-13.24
Minnesota,Lenox,Water,Urban Activities,-12.84
Minnesota,Lenox,Soil,Inferior Irrigation,-6.02
Minnesota,Lenox,Air,Inorganic Fertilizers,-4.16
Minnesota,Lenox,Water,Solid Waste,-3.08
Minnesota,Lenox,Soil,Noise,-1.6
