Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q1,February,0.52
Residential,Hotel,Q3,January,1.14
Residential,Hotel,Q1,March,5.81
Residential,Hotel,Q3,September,7.74
Residential,Hotel,Q1,August,7.28
Residential,Hotel,Q3,February,10.18
Culture,House,Q1,February,10.3
Culture,House,Q3,January,15.37
Culture,House,Q1,March,16.04
Culture,House,Q3,September,18.62
Culture,House,Q1,August,23.01
Culture,House,Q3,February,28.84
Service,Apartment,Q1,February,32.04
Service,Apartment,Q3,January,43.39
Service,Apartment,Q1,March,45.26
Service,Apartment,Q3,September,46.43
Service,Apartment,Q1,August,47.46
Service,Apartment,Q3,February,48.6
Residential,Concert,Q1,February,48.17
Residential,Concert,Q3,January,45.05
Residential,Concert,Q1,March,45.23
Residential,Concert,Q3,September,52.9
Residential,Concert,Q1,August,52.0
Residential,Concert,Q3,February,52.08
Culture,Museum,Q1,February,55.96
Culture,Museum,Q3,January,62.66
Culture,Museum,Q1,March,64.76
Culture,Museum,Q3,September,66.98
Culture,Museum,Q1,August,67.59
Culture,Museum,Q3,February,70.3
Service,Theatre,Q1,February,71.22
Service,Theatre,Q3,January,71.2
Service,Theatre,Q1,March,73.68
Service,Theatre,Q3,September,74.7
Service,Theatre,Q1,August,76.84
Service,Theatre,Q3,February,77.27
Residential,Library,Q1,February,80.86
Residential,Library,Q3,January,81.13
Residential,Library,Q1,March,83.51
Residential,Library,Q3,September,84.97
Residential,Library,Q1,August,91.57
Residential,Library,Q3,February,91.14
Culture,Administration,Q1,February,94.68
Culture,Administration,Q3,January,95.34
Culture,Administration,Q1,March,98.94
Culture,Administration,Q3,September,99.65
Culture,Administration,Q1,August,98.85
Culture,Administration,Q3,February,98.06
