State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Springfield,Soil,Urban Activities,-0.3
Illinois,Springfield,Water,Inorganic Fertilizers,2.72
Illinois,Springfield,Soil,Inferior Irrigation,16.22
Illinois,Springfield,Water,Solid Waste,20.3
Illinois,Springfield,Soil,Surface water,23.43
Illinois,Springfield,Water,Oxygen-depletion,25.14
Illinois,Springfield,Soil,Urban Activities,25.72
Illinois,Springfield,Water,Inorganic Fertilizers,32.63
Nevada,Champaign,Soil,Urban Activities,-86.68
Nevada,Champaign,Water,Inorganic Fertilizers,-86.32
Nevada,Champaign,Soil,Inferior Irrigation,-84.19
Nevada,Champaign,Water,Solid Waste,-83.04
Nevada,Champaign,Soil,Surface water,-82.64
Nevada,Champaign,Water,Oxygen-depletion,48.18
Nevada,Champaign,Soil,Urban Activities,51.07
Nevada,Champaign,Water,Inorganic Fertilizers,58.15
Illinois,Reno,Soil,Urban Activities,-67.09
Illinois,Reno,Water,Inorganic Fertilizers,-66.32
Illinois,Reno,Soil,Inferior Irrigation,63.37
Illinois,Reno,Water,Solid Waste,-64.35
Illinois,Reno,Soil,Surface water,-63.31
Illinois,Reno,Water,Oxygen-depletion,-61.93
Illinois,Reno,Soil,Urban Activities,67.67
Illinois,Reno,Water,Inorganic Fertilizers,71.08
Nevada,Las Vegas,Soil,Urban Activities,71.03
Nevada,Las Vegas,Water,Inorganic Fertilizers,-54.66
Nevada,Las Vegas,Soil,Inferior Irrigation,-53.82
Nevada,Las Vegas,Water,Solid Waste,76.33
Nevada,Las Vegas,Soil,Surface water,-47.6
Nevada,Las Vegas,Water,Oxygen-depletion,82.7
Nevada,Las Vegas,Soil,Urban Activities,-45.26
Nevada,Las Vegas,Water,Inorganic Fertilizers,-43.02
Illinois,Boulder City,Soil,Urban Activities,-39.02
Illinois,Boulder City,Water,Inorganic Fertilizers,-38.25
Illinois,Boulder City,Soil,Inferior Irrigation,-37.13
Illinois,Boulder City,Water,Solid Waste,90.89
Illinois,Boulder City,Soil,Surface water,-33.59
Illinois,Boulder City,Water,Oxygen-depletion,96.62
Illinois,Boulder City,Soil,Urban Activities,-9.47
Illinois,Boulder City,Water,Inorganic Fertilizers,-4.69
