Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q3,August,3.73
Service,Administration,Q1,September,4.52
Service,Administration,Q4,July,5.87
Service,Administration,Q3,January,6.15
Service,Administration,Q1,February,8.39
Service,Administration,Q4,October,12.79
Service,Administration,Q3,November,14.0
Service,Administration,Q1,August,14.47
Service,Administration,Q4,September,16.59
Production,Hospital,Q3,August,14.92
Production,Hospital,Q1,September,20.37
Production,Hospital,Q4,July,21.71
Production,Hospital,Q3,January,22.15
Production,Hospital,Q1,February,21.11
Production,Hospital,Q4,October,25.2
Production,Hospital,Q3,November,25.24
Production,Hospital,Q1,August,25.26
Production,Hospital,Q4,September,28.67
Residential,School,Q3,August,26.05
Residential,School,Q1,September,30.83
Residential,School,Q4,July,31.25
Residential,School,Q3,January,31.18
Residential,School,Q1,February,28.69
Residential,School,Q4,October,36.04
Residential,School,Q3,November,38.55
Residential,School,Q1,August,39.05
Residential,School,Q4,September,43.9
Service,Factory,Q3,August,46.39
Service,Factory,Q1,September,49.15
Service,Factory,Q4,July,50.63
Service,Factory,Q3,January,51.06
Service,Factory,Q1,February,51.26
Service,Factory,Q4,October,53.12
Service,Factory,Q3,November,54.54
Service,Factory,Q1,August,55.15
Service,Factory,Q4,September,53.54
Production,Workshop,Q3,August,57.53
Production,Workshop,Q1,September,58.67
Production,Workshop,Q4,July,58.52
Production,Workshop,Q3,January,60.03
Production,Workshop,Q1,February,62.01
Production,Workshop,Q4,October,63.78
Production,Workshop,Q3,November,68.94
Production,Workshop,Q1,August,74.51
Production,Workshop,Q4,September,75.84
Residential,House,Q3,August,77.57
Residential,House,Q1,September,78.37
Residential,House,Q4,July,79.73
Residential,House,Q3,January,78.49
Residential,House,Q1,February,83.62
Residential,House,Q4,October,84.07
Residential,House,Q3,November,86.68
Residential,House,Q1,August,87.38
Residential,House,Q4,September,90.31
Service,Hotel,Q3,August,91.53
Service,Hotel,Q1,September,92.11
Service,Hotel,Q4,July,92.59
Service,Hotel,Q3,January,91.94
Service,Hotel,Q1,February,95.42
Service,Hotel,Q4,October,96.83
Service,Hotel,Q3,November,95.41
Service,Hotel,Q1,August,96.99
Service,Hotel,Q4,September,99.52
