Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2020,Humidity,High,2.55
2020,Temperature,Medium,3.75
2020,Wind,11-20,5.38
2020,Humidity,31-40,6.52
2020,Temperature,21-30,7.02
2020,Wind,Breeze,8.57
2020,Humidity,Calm,8.35
2020,Temperature,Storm,10.49
2020,Wind,High,8.16
2022,Humidity,High,12.72
2022,Temperature,Medium,13.83
2022,Wind,11-20,14.24
2022,Humidity,31-40,7.0
2022,Temperature,21-30,16.14
2022,Wind,Breeze,17.33
2022,Humidity,Calm,18.19
2022,Temperature,Storm,18.41
2022,Wind,High,20.66
2018,Humidity,High,12.83
2018,Temperature,Medium,19.04
2018,Wind,11-20,23.46
2018,Humidity,31-40,19.61
2018,Temperature,21-30,25.82
2018,Wind,Breeze,26.87
2018,Humidity,Calm,26.34
2018,Temperature,Storm,26.07
2018,Wind,High,13.51
