Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q4,October,2.6
Service,Library,Q2,November,8.28
Service,Library,Q4,December,8.4
Service,Library,Q2,May,10.8
Service,Library,Q4,April,11.51
Service,Library,Q2,June,12.4
Culture,Administration,Q4,October,9.86
Culture,Administration,Q2,November,10.21
Culture,Administration,Q4,December,15.1
Culture,Administration,Q2,May,16.25
Culture,Administration,Q4,April,15.25
Culture,Administration,Q2,June,16.12
Residential,School,Q4,October,15.97
Residential,School,Q2,November,20.26
Residential,School,Q4,December,21.98
Residential,School,Q2,May,22.92
Residential,School,Q4,April,23.49
Residential,School,Q2,June,23.53
Service,Museum,Q4,October,22.87
Service,Museum,Q2,November,26.0
Service,Museum,Q4,December,27.03
Service,Museum,Q2,May,32.31
Service,Museum,Q4,April,33.43
Service,Museum,Q2,June,36.67
Culture,Theatre,Q4,October,37.04
Culture,Theatre,Q2,November,39.76
Culture,Theatre,Q4,December,40.9
Culture,Theatre,Q2,May,41.37
Culture,Theatre,Q4,April,43.24
Culture,Theatre,Q2,June,45.57
Residential,Concert,Q4,October,46.51
Residential,Concert,Q2,November,53.69
Residential,Concert,Q4,December,53.59
Residential,Concert,Q2,May,54.18
Residential,Concert,Q4,April,59.08
Residential,Concert,Q2,June,60.1
Service,House,Q4,October,61.01
Service,House,Q2,November,61.72
Service,House,Q4,December,65.64
Service,House,Q2,May,66.77
Service,House,Q4,April,69.59
Service,House,Q2,June,73.88
Culture,Apartment,Q4,October,73.4
Culture,Apartment,Q2,November,75.82
Culture,Apartment,Q4,December,77.45
Culture,Apartment,Q2,May,77.32
Culture,Apartment,Q4,April,80.96
Culture,Apartment,Q2,June,81.04
Residential,Hotel,Q4,October,85.36
Residential,Hotel,Q2,November,97.07
Residential,Hotel,Q4,December,98.94
Residential,Hotel,Q2,May,99.0
Residential,Hotel,Q4,April,99.17
Residential,Hotel,Q2,June,98.17
