Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q2,June,Massachusetts,Boston,3.0
Culture,Museum,Q4,April,Massachusetts,Lenox,4.27
Culture,Museum,Q2,November,Massachusetts,Boston,5.62
Culture,Museum,Q4,December,Massachusetts,Lenox,8.78
Culture,Museum,Q2,October,Massachusetts,Boston,9.62
Culture,Museum,Q4,June,Massachusetts,Lenox,9.55
Service,Concert,Q2,June,Massachusetts,Boston,11.03
Service,Concert,Q4,April,Massachusetts,Lenox,12.35
Service,Concert,Q2,November,Massachusetts,Boston,13.71
Service,Concert,Q4,December,Massachusetts,Lenox,13.46
Service,Concert,Q2,October,Massachusetts,Boston,15.22
Service,Concert,Q4,June,Massachusetts,Lenox,16.39
Production,Theatre,Q2,June,Massachusetts,Boston,13.31
Production,Theatre,Q4,April,Massachusetts,Lenox,22.66
Production,Theatre,Q2,November,Massachusetts,Boston,23.25
Production,Theatre,Q4,December,Massachusetts,Lenox,22.99
Production,Theatre,Q2,October,Massachusetts,Boston,25.3
Production,Theatre,Q4,June,Massachusetts,Lenox,26.34
Culture,Administration,Q2,June,Massachusetts,Boston,29.35
Culture,Administration,Q4,April,Massachusetts,Lenox,29.04
Culture,Administration,Q2,November,Massachusetts,Boston,31.7
Culture,Administration,Q4,December,Massachusetts,Lenox,32.73
Culture,Administration,Q2,October,Massachusetts,Boston,31.6
Culture,Administration,Q4,June,Massachusetts,Lenox,30.39
Service,School,Q2,June,Massachusetts,Boston,38.39
Service,School,Q4,April,Massachusetts,Lenox,38.13
Service,School,Q2,November,Massachusetts,Boston,41.22
Service,School,Q4,December,Massachusetts,Lenox,44.1
Service,School,Q2,October,Massachusetts,Boston,44.83
Service,School,Q4,June,Massachusetts,Lenox,44.29
Production,Hospital,Q2,June,Massachusetts,Boston,52.04
Production,Hospital,Q4,April,Massachusetts,Lenox,53.01
Production,Hospital,Q2,November,Massachusetts,Boston,58.09
Production,Hospital,Q4,December,Massachusetts,Lenox,60.18
Production,Hospital,Q2,October,Massachusetts,Boston,61.75
Production,Hospital,Q4,June,Massachusetts,Lenox,62.23
Culture,Factory,Q2,June,Massachusetts,Boston,63.34
Culture,Factory,Q4,April,Massachusetts,Lenox,66.46
Culture,Factory,Q2,November,Massachusetts,Boston,67.73
Culture,Factory,Q4,December,Massachusetts,Lenox,73.4
Culture,Factory,Q2,October,Massachusetts,Boston,76.61
Culture,Factory,Q4,June,Massachusetts,Lenox,77.38
Service,Workshop,Q2,June,Massachusetts,Boston,78.26
Service,Workshop,Q4,April,Massachusetts,Lenox,87.13
Service,Workshop,Q2,November,Massachusetts,Boston,89.88
Service,Workshop,Q4,December,Massachusetts,Lenox,95.19
Service,Workshop,Q2,October,Massachusetts,Boston,96.79
Service,Workshop,Q4,June,Massachusetts,Lenox,98.27
