Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q4,November,4.47
Service,Administration,Q1,October,4.2
Service,Administration,Q2,February,17.47
Service,Administration,Q4,January,18.19
Service,Administration,Q1,March,19.73
Service,Administration,Q2,June,22.27
Service,Administration,Q4,May,30.33
Service,Administration,Q1,April,32.43
Service,Administration,Q2,November,35.9
Culture,Hospital,Q4,November,36.01
Culture,Hospital,Q1,October,35.79
Culture,Hospital,Q2,February,38.44
Culture,Hospital,Q4,January,39.66
Culture,Hospital,Q1,March,40.02
Culture,Hospital,Q2,June,43.68
Culture,Hospital,Q4,May,46.1
Culture,Hospital,Q1,April,47.05
Culture,Hospital,Q2,November,46.42
Service,Concert,Q4,November,51.81
Service,Concert,Q1,October,52.58
Service,Concert,Q2,February,57.51
Service,Concert,Q4,January,57.78
Service,Concert,Q1,March,63.14
Service,Concert,Q2,June,69.07
Service,Concert,Q4,May,70.04
Service,Concert,Q1,April,71.3
Service,Concert,Q2,November,72.35
Culture,Museum,Q4,November,76.38
Culture,Museum,Q1,October,80.99
Culture,Museum,Q2,February,82.69
Culture,Museum,Q4,January,88.28
Culture,Museum,Q1,March,89.0
Culture,Museum,Q2,June,90.82
Culture,Museum,Q4,May,90.37
Culture,Museum,Q1,April,96.03
Culture,Museum,Q2,November,98.33
