Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,School,Q2,May,3.45
Service,School,Q4,April,4.03
Service,School,Q1,June,3.0
Service,School,Q2,October,7.29
Service,School,Q4,December,7.12
Service,School,Q1,November,11.02
Service,School,Q2,March,12.45
Service,School,Q4,January,12.72
Service,School,Q1,February,15.49
Production,Library,Q2,May,15.74
Production,Library,Q4,April,17.4
Production,Library,Q1,June,18.92
Production,Library,Q2,October,20.15
Production,Library,Q4,December,21.34
Production,Library,Q1,November,25.91
Production,Library,Q2,March,30.67
Production,Library,Q4,January,34.49
Production,Library,Q1,February,36.06
Culture,Workshop,Q2,May,37.77
Culture,Workshop,Q4,April,38.87
Culture,Workshop,Q1,June,39.93
Culture,Workshop,Q2,October,39.91
Culture,Workshop,Q4,December,40.68
Culture,Workshop,Q1,November,43.59
Culture,Workshop,Q2,March,44.87
Culture,Workshop,Q4,January,45.01
Culture,Workshop,Q1,February,45.65
Service,Factory,Q2,May,45.82
Service,Factory,Q4,April,47.51
Service,Factory,Q1,June,47.03
Service,Factory,Q2,October,49.11
Service,Factory,Q4,December,51.66
Service,Factory,Q1,November,55.96
Service,Factory,Q2,March,57.83
Service,Factory,Q4,January,57.78
Service,Factory,Q1,February,57.28
Production,Concert,Q2,May,64.92
Production,Concert,Q4,April,67.0
Production,Concert,Q1,June,68.02
Production,Concert,Q2,October,71.25
Production,Concert,Q4,December,72.2
Production,Concert,Q1,November,73.67
Production,Concert,Q2,March,74.41
Production,Concert,Q4,January,73.38
Production,Concert,Q1,February,78.45
Culture,Museum,Q2,May,82.49
Culture,Museum,Q4,April,82.71
Culture,Museum,Q1,June,85.72
Culture,Museum,Q2,October,87.67
Culture,Museum,Q4,December,88.46
Culture,Museum,Q1,November,90.12
Culture,Museum,Q2,March,92.79
Culture,Museum,Q4,January,93.57
Culture,Museum,Q1,February,97.41
