State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Maryland,Aberdeen,Soil,Inferior Irrigation,-0.19
Maryland,Aberdeen,Air,Inorganic Fertilizers,1.67
Maryland,Aberdeen,Water,Industrial,4.5
Maryland,Aberdeen,Soil,Thermal,11.84
Maryland,Aberdeen,Air,Noise,27.73
Maryland,Aberdeen,Water,Chemical,82.81
Maryland,Aberdeen,Soil,Groundwater,32.97
Maryland,Aberdeen,Air,Surface water,-95.04
Maryland,Aberdeen,Water,Inferior Irrigation,-96.58
Massachusetts,Baltimore,Soil,Inferior Irrigation,41.8
Massachusetts,Baltimore,Air,Inorganic Fertilizers,41.35
Massachusetts,Baltimore,Water,Industrial,50.62
Massachusetts,Baltimore,Soil,Thermal,50.79
Massachusetts,Baltimore,Air,Noise,50.83
Massachusetts,Baltimore,Water,Chemical,-74.93
Massachusetts,Baltimore,Soil,Groundwater,56.66
Massachusetts,Baltimore,Air,Surface water,57.95
Massachusetts,Baltimore,Water,Inferior Irrigation,-70.44
Maryland,Columbia,Soil,Inferior Irrigation,-66.0
Maryland,Columbia,Air,Inorganic Fertilizers,-64.33
Maryland,Columbia,Water,Industrial,-62.09
Maryland,Columbia,Soil,Thermal,66.29
Maryland,Columbia,Air,Noise,66.19
Maryland,Columbia,Water,Chemical,-55.69
Maryland,Columbia,Soil,Groundwater,-53.26
Maryland,Columbia,Air,Surface water,76.31
Maryland,Columbia,Water,Inferior Irrigation,-52.22
Massachusetts,Lenox,Soil,Inferior Irrigation,-50.31
Massachusetts,Lenox,Air,Inorganic Fertilizers,75.22
Massachusetts,Lenox,Water,Industrial,78.98
Massachusetts,Lenox,Soil,Thermal,-47.28
Massachusetts,Lenox,Air,Noise,82.53
Massachusetts,Lenox,Water,Chemical,82.26
Massachusetts,Lenox,Soil,Groundwater,84.59
Massachusetts,Lenox,Air,Surface water,-44.15
Massachusetts,Lenox,Water,Inferior Irrigation,86.33
Maryland,Boston,Soil,Inferior Irrigation,87.79
Maryland,Boston,Air,Inorganic Fertilizers,-44.91
Maryland,Boston,Water,Industrial,-46.0
Maryland,Boston,Soil,Thermal,90.34
Maryland,Boston,Air,Noise,-37.98
Maryland,Boston,Water,Chemical,-38.27
Maryland,Boston,Soil,Groundwater,-39.14
Maryland,Boston,Air,Surface water,-34.26
Maryland,Boston,Water,Inferior Irrigation,94.25
Massachusetts,Cambridge,Soil,Inferior Irrigation,98.54
Massachusetts,Cambridge,Air,Inorganic Fertilizers,99.25
Massachusetts,Cambridge,Water,Industrial,-28.84
Massachusetts,Cambridge,Soil,Thermal,-29.7
Massachusetts,Cambridge,Air,Noise,-26.77
Massachusetts,Cambridge,Water,Chemical,-19.31
Massachusetts,Cambridge,Soil,Groundwater,-14.06
Massachusetts,Cambridge,Air,Surface water,-13.13
Massachusetts,Cambridge,Water,Inferior Irrigation,-12.52
