Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2019,Cereals,Corn,650.77
Export,2019,Beverage,Rice,141.18
Export,2019,Dairy,Oats,526.97
Export,2019,Cereals,Tea,272.22
Export,2019,Beverage,Coffee,792.1
Export,2019,Dairy,Cream,157.91
Export,2019,Cereals,Butter,541.59
Export,2019,Beverage,Corn,670.98
Export,2019,Dairy,Rice,161.53
Export,2022,Cereals,Corn,420.38
Export,2022,Beverage,Rice,420.25
Export,2022,Dairy,Oats,302.32
Export,2022,Cereals,Tea,432.08
Export,2022,Beverage,Coffee,945.63
Export,2022,Dairy,Cream,308.32
Export,2022,Cereals,Butter,56.52
Export,2022,Beverage,Corn,580.08
Export,2022,Dairy,Rice,709.25
Export,2017,Cereals,Corn,71.41
Export,2017,Beverage,Rice,712.56
Export,2017,Dairy,Oats,841.16
Export,2017,Cereals,Tea,972.11
Export,2017,Beverage,Coffee,77.52
Export,2017,Dairy,Cream,210.98
Export,2017,Cereals,Butter,214.98
Export,2017,Beverage,Corn,983.08
Export,2017,Dairy,Rice,474.36
Export,2019,Cereals,Corn,602.52
Export,2019,Beverage,Rice,219.62
Export,2019,Dairy,Oats,615.4
Export,2019,Cereals,Tea,104.54
Export,2019,Beverage,Coffee,874.68
Export,2019,Dairy,Cream,107.8
Export,2019,Cereals,Butter,246.91
Export,2019,Beverage,Corn,887.02
Export,2019,Dairy,Rice,123.0
