Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2016,Beverage,Soda,256.12
Import,2016,Dairy,Tea,897.64
Import,2016,Beverage,Cheese,130.65
Import,2016,Dairy,Cream,262.94
Import,2016,Beverage,Butter,134.56
Import,2016,Dairy,Soda,909.99
Import,2015,Beverage,Soda,914.93
Import,2015,Dairy,Tea,662.58
Import,2015,Beverage,Cheese,421.82
Import,2015,Dairy,Cream,933.67
Import,2015,Beverage,Butter,297.4
Import,2015,Dairy,Soda,299.38
Import,2021,Beverage,Soda,436.56
Import,2021,Dairy,Tea,184.13
Import,2021,Beverage,Cheese,61.12
Import,2021,Dairy,Cream,837.34
Import,2021,Beverage,Butter,710.75
Import,2021,Dairy,Soda,455.95
Import,2016,Beverage,Soda,76.89
Import,2016,Dairy,Tea,729.16
Import,2016,Beverage,Cheese,865.85
Import,2016,Dairy,Cream,106.66
Import,2016,Beverage,Butter,626.63
Import,2016,Dairy,Soda,118.1
