Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q2,April,0.36
Residential,Hotel,Q4,May,7.14
Residential,Hotel,Q2,October,11.81
Residential,Hotel,Q4,November,15.18
Service,House,Q2,April,16.69
Service,House,Q4,May,17.81
Service,House,Q2,October,20.23
Service,House,Q4,November,25.33
Culture,Apartment,Q2,April,28.42
Culture,Apartment,Q4,May,29.08
Culture,Apartment,Q2,October,31.21
Culture,Apartment,Q4,November,31.48
Residential,Hospital,Q2,April,37.61
Residential,Hospital,Q4,May,38.05
Residential,Hospital,Q2,October,41.23
Residential,Hospital,Q4,November,47.22
Service,Administration,Q2,April,47.01
Service,Administration,Q4,May,56.33
Service,Administration,Q2,October,56.22
Service,Administration,Q4,November,58.4
Culture,Library,Q2,April,61.56
Culture,Library,Q4,May,65.39
Culture,Library,Q2,October,69.8
Culture,Library,Q4,November,71.79
Residential,Museum,Q2,April,74.06
Residential,Museum,Q4,May,76.02
Residential,Museum,Q2,October,77.14
Residential,Museum,Q4,November,77.74
Service,Concert,Q2,April,80.51
Service,Concert,Q4,May,80.6
Service,Concert,Q2,October,80.39
Service,Concert,Q4,November,87.18
Culture,Theatre,Q2,April,91.37
Culture,Theatre,Q4,May,94.38
Culture,Theatre,Q2,October,96.46
Culture,Theatre,Q4,November,97.07
