Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q2,May,2.74
Production,Workshop,Q4,April,3.44
Production,Workshop,Q1,December,4.26
Production,Workshop,Q2,October,6.67
Production,Workshop,Q4,November,12.31
Production,Workshop,Q1,January,13.74
Production,Workshop,Q2,March,14.43
Production,Workshop,Q4,May,19.39
Production,Workshop,Q1,April,21.67
Culture,Factory,Q2,May,21.68
Culture,Factory,Q4,April,21.16
Culture,Factory,Q1,December,24.95
Culture,Factory,Q2,October,27.58
Culture,Factory,Q4,November,29.15
Culture,Factory,Q1,January,30.24
Culture,Factory,Q2,March,31.01
Culture,Factory,Q4,May,32.03
Culture,Factory,Q1,April,37.19
Service,Theatre,Q2,May,40.0
Service,Theatre,Q4,April,41.02
Service,Theatre,Q1,December,42.36
Service,Theatre,Q2,October,42.47
Service,Theatre,Q4,November,43.62
Service,Theatre,Q1,January,49.58
Service,Theatre,Q2,March,50.66
Service,Theatre,Q4,May,51.14
Service,Theatre,Q1,April,53.1
Production,Concert,Q2,May,57.2
Production,Concert,Q4,April,58.62
Production,Concert,Q1,December,58.83
Production,Concert,Q2,October,58.95
Production,Concert,Q4,November,62.3
Production,Concert,Q1,January,63.8
Production,Concert,Q2,March,64.97
Production,Concert,Q4,May,65.07
Production,Concert,Q1,April,63.4
Culture,Administration,Q2,May,65.7
Culture,Administration,Q4,April,66.27
Culture,Administration,Q1,December,67.71
Culture,Administration,Q2,October,71.28
Culture,Administration,Q4,November,76.05
Culture,Administration,Q1,January,78.39
Culture,Administration,Q2,March,78.77
Culture,Administration,Q4,May,80.79
Culture,Administration,Q1,April,83.75
Service,Hospital,Q2,May,84.78
Service,Hospital,Q4,April,85.11
Service,Hospital,Q1,December,90.45
Service,Hospital,Q2,October,90.67
Service,Hospital,Q4,November,92.03
Service,Hospital,Q1,January,94.61
Service,Hospital,Q2,March,94.33
Service,Hospital,Q4,May,96.96
Service,Hospital,Q1,April,97.78
