Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q4,November,1.77
Service,Library,Q3,December,2.69
Service,Library,Q4,August,3.41
Service,Library,Q3,September,4.43
Service,Library,Q4,July,6.26
Service,Library,Q3,November,21.91
Residential,School,Q4,November,23.75
Residential,School,Q3,December,29.11
Residential,School,Q4,August,29.59
Residential,School,Q3,September,36.5
Residential,School,Q4,July,38.36
Residential,School,Q3,November,48.85
Service,Hotel,Q4,November,51.13
Service,Hotel,Q3,December,61.08
Service,Hotel,Q4,August,69.41
Service,Hotel,Q3,September,69.63
Service,Hotel,Q4,July,71.65
Service,Hotel,Q3,November,73.19
Residential,Apartment,Q4,November,74.49
Residential,Apartment,Q3,December,75.86
Residential,Apartment,Q4,August,80.97
Residential,Apartment,Q3,September,93.7
Residential,Apartment,Q4,July,98.48
Residential,Apartment,Q3,November,98.91
