Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q1,March,1.62
Production,Workshop,Q4,February,4.5
Production,Workshop,Q2,January,10.68
Production,Workshop,Q1,November,13.71
Production,Workshop,Q4,December,13.26
Production,Workshop,Q2,October,17.7
Production,Workshop,Q1,May,18.57
Production,Workshop,Q4,April,19.74
Production,Workshop,Q2,March,20.57
Residential,Factory,Q1,March,22.18
Residential,Factory,Q4,February,22.48
Residential,Factory,Q2,January,28.63
Residential,Factory,Q1,November,32.97
Residential,Factory,Q4,December,33.91
Residential,Factory,Q2,October,34.16
Residential,Factory,Q1,May,34.01
Residential,Factory,Q4,April,36.01
Residential,Factory,Q2,March,37.51
Service,Apartment,Q1,March,36.33
Service,Apartment,Q4,February,37.48
Service,Apartment,Q2,January,40.68
Service,Apartment,Q1,November,41.61
Service,Apartment,Q4,December,42.87
Service,Apartment,Q2,October,43.35
Service,Apartment,Q1,May,46.56
Service,Apartment,Q4,April,47.19
Service,Apartment,Q2,March,48.56
Production,Hotel,Q1,March,48.9
Production,Hotel,Q4,February,50.49
Production,Hotel,Q2,January,51.45
Production,Hotel,Q1,November,52.05
Production,Hotel,Q4,December,51.15
Production,Hotel,Q2,October,52.67
Production,Hotel,Q1,May,48.92
Production,Hotel,Q4,April,56.43
Production,Hotel,Q2,March,57.33
Residential,House,Q1,March,62.45
Residential,House,Q4,February,63.27
Residential,House,Q2,January,64.78
Residential,House,Q1,November,65.16
Residential,House,Q4,December,68.69
Residential,House,Q2,October,69.18
Residential,House,Q1,May,78.2
Residential,House,Q4,April,79.67
Residential,House,Q2,March,81.82
Service,Hospital,Q1,March,84.52
Service,Hospital,Q4,February,85.87
Service,Hospital,Q2,January,86.25
Service,Hospital,Q1,November,87.15
Service,Hospital,Q4,December,88.15
Service,Hospital,Q2,October,87.78
Service,Hospital,Q1,May,86.38
Service,Hospital,Q4,April,91.11
Service,Hospital,Q2,March,92.67
Production,Administration,Q1,March,92.16
Production,Administration,Q4,February,94.23
Production,Administration,Q2,January,94.59
Production,Administration,Q1,November,92.88
Production,Administration,Q4,December,93.85
Production,Administration,Q2,October,99.12
Production,Administration,Q1,May,99.56
Production,Administration,Q4,April,99.64
Production,Administration,Q2,March,99.47
