Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2020,Minnesota,Hastings,Wind,Calm,0.8
2020,Minnesota,Hastings,Humidity,Storm,1.47
2020,Minnesota,Hastings,Temperature,High,2.98
2020,Minnesota,Hastings,Wind,Low,3.38
2020,Minnesota,Hastings,Humidity,0-10,3.74
2020,Minnesota,Hastings,Temperature,11-20,5.22
2020,Minnesota,Hastings,Wind,21-30,5.64
2020,Minnesota,Hastings,Humidity,Calm,5.84
2020,Minnesota,Hastings,Temperature,Storm,7.54
2019,Michigan,Rochester,Wind,Calm,9.08
2019,Michigan,Rochester,Humidity,Storm,10.46
2019,Michigan,Rochester,Temperature,High,11.57
2019,Michigan,Rochester,Wind,Low,12.78
2019,Michigan,Rochester,Humidity,0-10,13.88
2019,Michigan,Rochester,Temperature,11-20,12.52
2019,Michigan,Rochester,Wind,21-30,15.77
2019,Michigan,Rochester,Humidity,Calm,16.34
2019,Michigan,Rochester,Temperature,Storm,17.49
2018,Nevada,Detroit,Wind,Calm,18.45
2018,Nevada,Detroit,Humidity,Storm,16.93
2018,Nevada,Detroit,Temperature,High,20.5
2018,Nevada,Detroit,Wind,Low,13.16
2018,Nevada,Detroit,Humidity,0-10,14.66
2018,Nevada,Detroit,Temperature,11-20,23.17
2018,Nevada,Detroit,Wind,21-30,24.03
2018,Nevada,Detroit,Humidity,Calm,25.92
2018,Nevada,Detroit,Temperature,Storm,24.43
2020,Minnesota,Port Huron,Wind,Calm,27.24
2020,Minnesota,Port Huron,Humidity,Storm,26.22
2020,Minnesota,Port Huron,Temperature,High,27.28
2020,Minnesota,Port Huron,Wind,Low,4.99
2020,Minnesota,Port Huron,Humidity,0-10,6.83
2020,Minnesota,Port Huron,Temperature,11-20,6.9
2020,Minnesota,Port Huron,Wind,21-30,5.43
2020,Minnesota,Port Huron,Humidity,Calm,1.52
2020,Minnesota,Port Huron,Temperature,Storm,1.77
2019,Michigan,Boulder City,Wind,Calm,8.44
2019,Michigan,Boulder City,Humidity,Storm,8.42
2019,Michigan,Boulder City,Temperature,High,8.87
2019,Michigan,Boulder City,Wind,Low,9.24
2019,Michigan,Boulder City,Humidity,0-10,9.3
2019,Michigan,Boulder City,Temperature,11-20,9.12
2019,Michigan,Boulder City,Wind,21-30,11.33
2019,Michigan,Boulder City,Humidity,Calm,11.99
2019,Michigan,Boulder City,Temperature,Storm,12.74
2018,Nevada,Las Vegas,Wind,Calm,12.54
2018,Nevada,Las Vegas,Humidity,Storm,13.49
2018,Nevada,Las Vegas,Temperature,High,1.21
2018,Nevada,Las Vegas,Wind,Low,14.51
2018,Nevada,Las Vegas,Humidity,0-10,2.87
2018,Nevada,Las Vegas,Temperature,11-20,15.07
2018,Nevada,Las Vegas,Wind,21-30,4.54
2018,Nevada,Las Vegas,Humidity,Calm,17.87
2018,Nevada,Las Vegas,Temperature,Storm,5.89
2020,Minnesota,Reno,Wind,Calm,18.3
2020,Minnesota,Reno,Humidity,Storm,18.1
2020,Minnesota,Reno,Temperature,High,6.78
2020,Minnesota,Reno,Wind,Low,19.5
2020,Minnesota,Reno,Humidity,0-10,7.3
2020,Minnesota,Reno,Temperature,11-20,20.44
2020,Minnesota,Reno,Wind,21-30,22.22
2020,Minnesota,Reno,Humidity,Calm,3.81
2020,Minnesota,Reno,Temperature,Storm,23.75
