State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Georgia,Albany,Water,Groundwater,0.78
Georgia,Albany,Air,Surface water,-0.26
Georgia,Albany,Soil,Oxygen-depletion,8.85
Georgia,Albany,Water,Chemical,10.2
Georgia,Albany,Air,Noise,10.6
Georgia,Albany,Soil,Light,13.68
Georgia,Albany,Water,Thermal,19.41
Georgia,Albany,Air,Inorganic Fertilizers,25.89
Georgia,Albany,Soil,Inferior Irrigation,28.89
Georgia,Albany,Water,Solid Waste,29.47
Georgia,Albany,Air,Groundwater,30.87
Georgia,Albany,Soil,Surface water,30.34
California,Columbus,Water,Groundwater,-96.28
California,Columbus,Air,Surface water,-95.34
California,Columbus,Soil,Oxygen-depletion,-99.4
California,Columbus,Water,Chemical,37.58
California,Columbus,Air,Noise,38.42
California,Columbus,Soil,Light,-86.5
California,Columbus,Water,Thermal,-85.3
California,Columbus,Air,Inorganic Fertilizers,49.22
California,Columbus,Soil,Inferior Irrigation,51.17
California,Columbus,Water,Solid Waste,-74.59
California,Columbus,Air,Groundwater,56.8
California,Columbus,Soil,Surface water,-69.83
Georgia,Washington,Water,Groundwater,60.01
Georgia,Washington,Air,Surface water,60.87
Georgia,Washington,Soil,Oxygen-depletion,-64.97
Georgia,Washington,Water,Chemical,-62.93
Georgia,Washington,Air,Noise,66.7
Georgia,Washington,Soil,Light,-59.96
Georgia,Washington,Water,Thermal,73.21
Georgia,Washington,Air,Inorganic Fertilizers,-54.34
Georgia,Washington,Soil,Inferior Irrigation,-53.51
Georgia,Washington,Water,Solid Waste,73.73
Georgia,Washington,Air,Groundwater,-50.46
Georgia,Washington,Soil,Surface water,-49.03
California,Malibu,Water,Groundwater,80.44
California,Malibu,Air,Surface water,80.92
California,Malibu,Soil,Oxygen-depletion,82.67
California,Malibu,Water,Chemical,-43.35
California,Malibu,Air,Noise,-43.84
California,Malibu,Soil,Light,-41.61
California,Malibu,Water,Thermal,-40.28
California,Malibu,Air,Inorganic Fertilizers,89.64
California,Malibu,Soil,Inferior Irrigation,-40.51
California,Malibu,Water,Solid Waste,-37.46
California,Malibu,Air,Groundwater,-37.78
California,Malibu,Soil,Surface water,96.17
Georgia,Los-Angeles,Water,Groundwater,-29.38
Georgia,Los-Angeles,Air,Surface water,99.53
Georgia,Los-Angeles,Soil,Oxygen-depletion,-27.08
Georgia,Los-Angeles,Water,Chemical,-26.47
Georgia,Los-Angeles,Air,Noise,-26.97
Georgia,Los-Angeles,Soil,Light,-26.15
Georgia,Los-Angeles,Water,Thermal,-23.17
Georgia,Los-Angeles,Air,Inorganic Fertilizers,-21.58
Georgia,Los-Angeles,Soil,Inferior Irrigation,-21.86
Georgia,Los-Angeles,Water,Solid Waste,-7.99
Georgia,Los-Angeles,Air,Groundwater,-5.25
Georgia,Los-Angeles,Soil,Surface water,-1.59
