Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2022,Q1,Dairy,Cream,128.42
Import,2022,Q1,Cereals,Cheese,386.31
Import,2022,Q1,Dairy,Rice,391.93
Import,2022,Q1,Cereals,Seeds,276.3
Import,2019,Q1,Dairy,Cream,164.64
Import,2019,Q1,Cereals,Cheese,293.55
Import,2019,Q1,Dairy,Rice,934.27
Import,2019,Q1,Cereals,Seeds,939.07
Import,2016,Q1,Dairy,Cream,428.43
Import,2016,Q1,Cereals,Cheese,555.46
Import,2016,Q1,Dairy,Rice,687.03
Import,2016,Q1,Cereals,Seeds,303.01
Import,2022,Q1,Dairy,Cream,690.42
Import,2022,Q1,Cereals,Cheese,970.15
Import,2022,Q1,Dairy,Rice,334.92
Import,2022,Q1,Cereals,Seeds,596.37
Import,2019,Q1,Dairy,Cream,727.43
Import,2019,Q1,Cereals,Cheese,990.43
Import,2019,Q1,Dairy,Rice,609.45
Import,2019,Q1,Cereals,Seeds,509.62
