State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Oregon,Portland,2019,Water,Oxygen-depletion,-0.71
Oregon,Portland,2019,Soil,Groundwater,11.79
Oregon,Portland,2019,Air,Surface water,13.36
Oregon,Portland,2019,Water,Inferior Irrigation,13.24
Oregon,Portland,2019,Soil,Solid Waste,13.73
Oregon,Portland,2019,Air,Inorganic Fertilizers,27.41
Oregon,Portland,2019,Water,Urban Activities,27.47
Oregon,Portland,2019,Soil,Industrial,29.07
Oregon,Portland,2019,Air,Thermal,27.45
Oregon,Portland,2019,Water,Noise,31.34
Oregon,Portland,2019,Soil,Oxygen-depletion,27.11
Oregon,Portland,2019,Air,Groundwater,33.34
Oregon,Portland,2019,Water,Surface water,-94.65
Oregon,Portland,2019,Soil,Inferior Irrigation,35.12
Oregon,Portland,2019,Air,Solid Waste,34.27
Nevada,Salem,2017,Water,Oxygen-depletion,33.21
Nevada,Salem,2017,Soil,Groundwater,38.79
Nevada,Salem,2017,Air,Surface water,41.74
Nevada,Salem,2017,Water,Inferior Irrigation,-83.55
Nevada,Salem,2017,Soil,Solid Waste,-79.39
Nevada,Salem,2017,Air,Inorganic Fertilizers,-78.7
Nevada,Salem,2017,Water,Urban Activities,56.69
Nevada,Salem,2017,Soil,Industrial,56.16
Nevada,Salem,2017,Air,Thermal,62.76
Nevada,Salem,2017,Water,Noise,67.28
Nevada,Salem,2017,Soil,Oxygen-depletion,68.14
Nevada,Salem,2017,Air,Groundwater,69.73
Nevada,Salem,2017,Water,Surface water,70.97
Nevada,Salem,2017,Soil,Inferior Irrigation,-58.1
Nevada,Salem,2017,Air,Solid Waste,-56.18
Oregon,Boulder City,2019,Water,Oxygen-depletion,73.35
Oregon,Boulder City,2019,Soil,Groundwater,74.97
Oregon,Boulder City,2019,Air,Surface water,73.15
Oregon,Boulder City,2019,Water,Inferior Irrigation,73.73
Oregon,Boulder City,2019,Soil,Solid Waste,-60.89
Oregon,Boulder City,2019,Air,Inorganic Fertilizers,-59.42
Oregon,Boulder City,2019,Water,Urban Activities,-49.4
Oregon,Boulder City,2019,Soil,Industrial,-48.25
Oregon,Boulder City,2019,Air,Thermal,-47.05
Oregon,Boulder City,2019,Water,Noise,-46.95
Oregon,Boulder City,2019,Soil,Oxygen-depletion,80.36
Oregon,Boulder City,2019,Air,Groundwater,79.79
Oregon,Boulder City,2019,Water,Surface water,-51.13
Oregon,Boulder City,2019,Soil,Inferior Irrigation,-41.41
Oregon,Boulder City,2019,Air,Solid Waste,-52.13
Nevada,Reno,2017,Water,Oxygen-depletion,91.28
Nevada,Reno,2017,Soil,Groundwater,92.96
Nevada,Reno,2017,Air,Surface water,-34.37
Nevada,Reno,2017,Water,Inferior Irrigation,-33.26
Nevada,Reno,2017,Soil,Solid Waste,96.32
Nevada,Reno,2017,Air,Inorganic Fertilizers,-34.77
Nevada,Reno,2017,Water,Urban Activities,98.92
Nevada,Reno,2017,Soil,Industrial,-30.13
Nevada,Reno,2017,Air,Thermal,-26.08
Nevada,Reno,2017,Water,Noise,-17.92
Nevada,Reno,2017,Soil,Oxygen-depletion,-16.04
Nevada,Reno,2017,Air,Groundwater,-16.36
Nevada,Reno,2017,Water,Surface water,-7.34
Nevada,Reno,2017,Soil,Inferior Irrigation,-5.93
Nevada,Reno,2017,Air,Solid Waste,-3.7
