Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2021,Meat,Camel,897.95
Import,2021,Dairy,Pork,261.8
Import,2021,Cereals,Duck,261.04
Import,2021,Meat,Butter,780.64
Import,2021,Dairy,Cheese,22.69
Import,2021,Cereals,Milk,668.99
Import,2021,Meat,Corn,672.74
Import,2021,Dairy,Oats,930.37
Import,2021,Cereals,Wheat,807.92
Import,2022,Meat,Camel,315.03
Import,2022,Dairy,Pork,316.08
Import,2022,Cereals,Duck,59.37
Import,2022,Meat,Butter,63.44
Import,2022,Dairy,Cheese,86.57
Import,2022,Cereals,Milk,344.6
Import,2022,Meat,Corn,472.24
Import,2022,Dairy,Oats,475.85
Import,2022,Cereals,Wheat,223.86
Import,2021,Meat,Camel,482.2
Import,2021,Dairy,Pork,994.99
Import,2021,Cereals,Duck,229.16
Import,2021,Meat,Butter,230.34
Import,2021,Dairy,Cheese,112.83
Import,2021,Cereals,Milk,882.91
Import,2021,Meat,Corn,505.63
Import,2021,Dairy,Oats,763.84
Import,2021,Cereals,Wheat,892.24
