Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q2,June,3.71
Culture,Museum,Q4,May,12.97
Culture,Museum,Q2,April,14.73
Culture,Museum,Q4,November,21.32
Culture,Museum,Q2,December,31.68
Culture,Museum,Q4,October,39.6
Production,Concert,Q2,June,42.89
Production,Concert,Q4,May,47.65
Production,Concert,Q2,April,47.78
Production,Concert,Q4,November,51.37
Production,Concert,Q2,December,58.6
Production,Concert,Q4,October,58.32
Culture,Workshop,Q2,June,61.09
Culture,Workshop,Q4,May,63.17
Culture,Workshop,Q2,April,63.06
Culture,Workshop,Q4,November,66.94
Culture,Workshop,Q2,December,67.31
Culture,Workshop,Q4,October,75.38
Production,Factory,Q2,June,81.38
Production,Factory,Q4,May,89.26
Production,Factory,Q2,April,90.35
Production,Factory,Q4,November,93.58
Production,Factory,Q2,December,97.21
Production,Factory,Q4,October,99.0
