State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Florida,Tampa,Water,Oxygen-depletion,13.1
Florida,Tampa,Air,Groundwater,15.03
Florida,Tampa,Soil,Chemical,22.45
Florida,Tampa,Water,Noise,25.93
Florida,Tampa,Air,Thermal,25.6
Florida,Tampa,Soil,Light,27.11
Florida,Tampa,Water,Inorganic Fertilizers,28.28
Florida,Tampa,Air,Solid Waste,27.25
Florida,Tampa,Soil,Oxygen-depletion,28.69
Massachusetts,Fort Lauderdale,Water,Oxygen-depletion,37.2
Massachusetts,Fort Lauderdale,Air,Groundwater,-90.56
Massachusetts,Fort Lauderdale,Soil,Chemical,-88.35
Massachusetts,Fort Lauderdale,Water,Noise,-83.73
Massachusetts,Fort Lauderdale,Air,Thermal,46.53
Massachusetts,Fort Lauderdale,Soil,Light,-81.43
Massachusetts,Fort Lauderdale,Water,Inorganic Fertilizers,-71.83
Massachusetts,Fort Lauderdale,Air,Solid Waste,58.61
Massachusetts,Fort Lauderdale,Soil,Oxygen-depletion,-65.18
Florida,Cambridge,Water,Oxygen-depletion,63.14
Florida,Cambridge,Air,Groundwater,-59.86
Florida,Cambridge,Soil,Chemical,73.33
Florida,Cambridge,Water,Noise,-50.63
Florida,Cambridge,Air,Thermal,-49.19
Florida,Cambridge,Soil,Light,-47.7
Florida,Cambridge,Water,Inorganic Fertilizers,85.0
Florida,Cambridge,Air,Solid Waste,-38.98
Florida,Cambridge,Soil,Oxygen-depletion,92.16
Massachusetts,Lenox,Water,Oxygen-depletion,-34.44
Massachusetts,Lenox,Air,Groundwater,-34.42
Massachusetts,Lenox,Soil,Chemical,94.66
Massachusetts,Lenox,Water,Noise,-28.2
Massachusetts,Lenox,Air,Thermal,-26.82
Massachusetts,Lenox,Soil,Light,-20.84
Massachusetts,Lenox,Water,Inorganic Fertilizers,-12.93
Massachusetts,Lenox,Air,Solid Waste,-11.36
Massachusetts,Lenox,Soil,Oxygen-depletion,-10.93
