Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Male,2016,Q4,Traffic,Serious,70.26
Male,2016,Q4,Fire,Fatal,10.29
Male,2016,Q4,Drowning,Serious,11.09
Male,2017,Q4,Traffic,Serious,78.24
Male,2017,Q4,Fire,Fatal,15.18
Male,2017,Q4,Drowning,Serious,16.68
Male,2018,Q4,Traffic,Serious,92.73
Male,2018,Q4,Fire,Fatal,46.38
Male,2018,Q4,Drowning,Serious,18.15
Male,2016,Q4,Traffic,Serious,18.97
Male,2016,Q4,Fire,Fatal,88.77
Male,2016,Q4,Drowning,Serious,92.19
Male,2017,Q4,Traffic,Serious,63.7
Male,2017,Q4,Fire,Fatal,30.1
Male,2017,Q4,Drowning,Serious,95.87
