Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2021,Q1,Dairy,Butter,898.2
Export,2021,Q1,Beverage,Cheese,260.41
Export,2021,Q1,Meat,Juice,144.94
Export,2021,Q1,Dairy,Soda,25.7
Export,2021,Q1,Beverage,Chicken,935.61
Export,2021,Q1,Meat,Lamb,687.84
Export,2015,Q1,Dairy,Butter,946.41
Export,2015,Q1,Beverage,Cheese,181.51
Export,2015,Q1,Meat,Juice,950.97
Export,2015,Q1,Dairy,Soda,567.86
Export,2015,Q1,Beverage,Chicken,440.41
Export,2015,Q1,Meat,Lamb,309.62
Export,2021,Q1,Dairy,Butter,323.32
Export,2021,Q1,Beverage,Cheese,197.42
Export,2021,Q1,Meat,Juice,198.39
Export,2021,Q1,Dairy,Soda,205.68
Export,2021,Q1,Beverage,Chicken,335.47
Export,2021,Q1,Meat,Lamb,978.78
Export,2015,Q1,Dairy,Butter,725.9
Export,2015,Q1,Beverage,Cheese,225.14
Export,2015,Q1,Meat,Juice,354.36
Export,2015,Q1,Dairy,Soda,612.29
Export,2015,Q1,Beverage,Chicken,501.25
Export,2015,Q1,Meat,Lamb,252.35
