State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Maryland,Aberdeen,Soil,Solid Waste,1.99
Maryland,Aberdeen,Air,Inferior Irrigation,2.71
Maryland,Aberdeen,Water,Noise,12.33
Maryland,Aberdeen,Soil,Light,12.53
Maryland,Aberdeen,Air,Oxygen-depletion,14.23
Maryland,Aberdeen,Water,Chemical,12.85
Maryland,Aberdeen,Soil,Groundwater,16.72
Maryland,Aberdeen,Air,Solid Waste,15.57
Maryland,Aberdeen,Water,Inferior Irrigation,18.27
California,Baltimore,Soil,Solid Waste,20.33
California,Baltimore,Air,Inferior Irrigation,21.71
California,Baltimore,Water,Noise,23.31
California,Baltimore,Soil,Light,24.38
California,Baltimore,Air,Oxygen-depletion,27.08
California,Baltimore,Water,Chemical,29.82
California,Baltimore,Soil,Groundwater,30.56
California,Baltimore,Air,Solid Waste,32.83
California,Baltimore,Water,Inferior Irrigation,37.59
Michigan,Columbia,Soil,Solid Waste,38.99
Michigan,Columbia,Air,Inferior Irrigation,43.32
Michigan,Columbia,Water,Noise,43.91
Michigan,Columbia,Soil,Light,47.66
Michigan,Columbia,Air,Oxygen-depletion,47.07
Michigan,Columbia,Water,Chemical,50.82
Michigan,Columbia,Soil,Groundwater,52.01
Michigan,Columbia,Air,Solid Waste,54.03
Michigan,Columbia,Water,Inferior Irrigation,58.92
Maryland,San Francisco,Soil,Solid Waste,61.29
Maryland,San Francisco,Air,Inferior Irrigation,66.35
Maryland,San Francisco,Water,Noise,70.67
Maryland,San Francisco,Soil,Light,70.88
Maryland,San Francisco,Air,Oxygen-depletion,73.76
Maryland,San Francisco,Water,Chemical,75.99
Maryland,San Francisco,Soil,Groundwater,78.59
Maryland,San Francisco,Air,Solid Waste,79.66
Maryland,San Francisco,Water,Inferior Irrigation,79.69
California,Malibu,Soil,Solid Waste,79.22
California,Malibu,Air,Inferior Irrigation,87.77
California,Malibu,Water,Noise,88.47
California,Malibu,Soil,Light,90.54
California,Malibu,Air,Oxygen-depletion,92.14
California,Malibu,Water,Chemical,93.59
California,Malibu,Soil,Groundwater,95.51
California,Malibu,Air,Solid Waste,99.72
California,Malibu,Water,Inferior Irrigation,-0.85
Michigan,Berkeley,Soil,Solid Waste,-99.44
Michigan,Berkeley,Air,Inferior Irrigation,-99.66
Michigan,Berkeley,Water,Noise,-96.72
Michigan,Berkeley,Soil,Light,-93.85
Michigan,Berkeley,Air,Oxygen-depletion,-91.45
Michigan,Berkeley,Water,Chemical,-89.74
Michigan,Berkeley,Soil,Groundwater,-88.52
Michigan,Berkeley,Air,Solid Waste,-86.2
Michigan,Berkeley,Water,Inferior Irrigation,-86.22
Maryland,Flint,Soil,Solid Waste,-84.52
Maryland,Flint,Air,Inferior Irrigation,-80.17
Maryland,Flint,Water,Noise,-79.87
Maryland,Flint,Soil,Light,-79.73
Maryland,Flint,Air,Oxygen-depletion,-76.28
Maryland,Flint,Water,Chemical,-73.86
Maryland,Flint,Soil,Groundwater,-71.06
Maryland,Flint,Air,Solid Waste,-69.98
Maryland,Flint,Water,Inferior Irrigation,-68.1
California,Port Huron,Soil,Solid Waste,-66.3
California,Port Huron,Air,Inferior Irrigation,-59.49
California,Port Huron,Water,Noise,-59.41
California,Port Huron,Soil,Light,-56.15
California,Port Huron,Air,Oxygen-depletion,-52.81
California,Port Huron,Water,Chemical,-48.09
California,Port Huron,Soil,Groundwater,-46.21
California,Port Huron,Air,Solid Waste,-43.16
California,Port Huron,Water,Inferior Irrigation,-42.93
Michigan,Detroit,Soil,Solid Waste,-38.69
Michigan,Detroit,Air,Inferior Irrigation,-36.73
Michigan,Detroit,Water,Noise,-29.33
Michigan,Detroit,Soil,Light,-19.31
Michigan,Detroit,Air,Oxygen-depletion,-18.04
Michigan,Detroit,Water,Chemical,-16.04
Michigan,Detroit,Soil,Groundwater,-14.12
Michigan,Detroit,Air,Solid Waste,-13.1
Michigan,Detroit,Water,Inferior Irrigation,-5.01
