Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q3,July,Nevada,Reno,7.97
Service,School,Q1,September,Nevada,Boulder City,18.4
Service,School,Q3,January,Nevada,Reno,21.22
Service,School,Q1,March,Nevada,Boulder City,23.69
Production,Administration,Q3,July,Nevada,Reno,23.18
Production,Administration,Q1,September,Nevada,Boulder City,29.11
Production,Administration,Q3,January,Nevada,Reno,32.56
Production,Administration,Q1,March,Nevada,Boulder City,32.93
Service,Library,Q3,July,Nevada,Reno,35.59
Service,Library,Q1,September,Nevada,Boulder City,38.37
Service,Library,Q3,January,Nevada,Reno,44.45
Service,Library,Q1,March,Nevada,Boulder City,45.24
Production,Factory,Q3,July,Nevada,Reno,47.47
Production,Factory,Q1,September,Nevada,Boulder City,55.44
Production,Factory,Q3,January,Nevada,Reno,73.16
Production,Factory,Q1,March,Nevada,Boulder City,81.0
Service,Workshop,Q3,July,Nevada,Reno,87.8
Service,Workshop,Q1,September,Nevada,Boulder City,89.75
Service,Workshop,Q3,January,Nevada,Reno,89.19
Service,Workshop,Q1,March,Nevada,Boulder City,93.23
