Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2016,Q3,Cereals,Corn,128.84
Export,2016,Q3,Beverage,Oats,260.54
Export,2016,Q3,Cereals,Rice,776.38
Export,2016,Q3,Beverage,Soda,904.66
Export,2016,Q3,Cereals,Coffee,138.14
Export,2016,Q3,Beverage,Tea,136.78
Export,2018,Q3,Cereals,Corn,785.76
Export,2018,Q3,Beverage,Oats,661.29
Export,2018,Q3,Cereals,Rice,150.86
Export,2018,Q3,Beverage,Soda,545.97
Export,2018,Q3,Cereals,Coffee,932.0
Export,2018,Q3,Beverage,Tea,552.52
Export,2017,Q3,Cereals,Corn,170.46
Export,2017,Q3,Beverage,Oats,299.15
Export,2017,Q3,Cereals,Rice,686.84
Export,2017,Q3,Beverage,Soda,703.02
Export,2017,Q3,Cereals,Coffee,449.98
Export,2017,Q3,Beverage,Tea,66.99
Export,2016,Q3,Cereals,Corn,582.41
Export,2016,Q3,Beverage,Oats,711.82
Export,2016,Q3,Cereals,Rice,456.48
Export,2016,Q3,Beverage,Soda,973.92
Export,2016,Q3,Cereals,Coffee,338.94
Export,2016,Q3,Beverage,Tea,92.88
Export,2018,Q3,Cereals,Corn,991.43
Export,2018,Q3,Beverage,Oats,228.94
Export,2018,Q3,Cereals,Rice,358.01
Export,2018,Q3,Beverage,Soda,880.5
Export,2018,Q3,Cereals,Coffee,497.46
Export,2018,Q3,Beverage,Tea,888.61
