Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q1,March,1.35
Service,Library,Q4,February,3.39
Service,Library,Q2,January,4.54
Service,Library,Q1,December,4.77
Service,Library,Q4,November,9.39
Service,Library,Q2,June,10.28
Service,Library,Q1,May,11.96
Service,Library,Q4,April,10.01
Service,Library,Q2,March,13.84
Culture,School,Q1,March,11.0
Culture,School,Q4,February,15.55
Culture,School,Q2,January,15.06
Culture,School,Q1,December,17.69
Culture,School,Q4,November,18.84
Culture,School,Q2,June,18.75
Culture,School,Q1,May,15.42
Culture,School,Q4,April,18.23
Culture,School,Q2,March,23.52
Production,Theatre,Q1,March,24.14
Production,Theatre,Q4,February,25.33
Production,Theatre,Q2,January,26.83
Production,Theatre,Q1,December,24.55
Production,Theatre,Q4,November,24.48
Production,Theatre,Q2,June,32.26
Production,Theatre,Q1,May,32.96
Production,Theatre,Q4,April,34.26
Production,Theatre,Q2,March,34.43
Service,Museum,Q1,March,34.88
Service,Museum,Q4,February,36.22
Service,Museum,Q2,January,38.49
Service,Museum,Q1,December,36.66
Service,Museum,Q4,November,40.23
Service,Museum,Q2,June,40.43
Service,Museum,Q1,May,42.43
Service,Museum,Q4,April,33.21
Service,Museum,Q2,March,45.47
Culture,Concert,Q1,March,46.65
Culture,Concert,Q4,February,46.46
Culture,Concert,Q2,January,9.17
Culture,Concert,Q1,December,49.41
Culture,Concert,Q4,November,50.68
Culture,Concert,Q2,June,51.59
Culture,Concert,Q1,May,47.19
Culture,Concert,Q4,April,10.66
Culture,Concert,Q2,March,54.59
Production,Workshop,Q1,March,54.69
Production,Workshop,Q4,February,56.29
Production,Workshop,Q2,January,59.44
Production,Workshop,Q1,December,64.89
Production,Workshop,Q4,November,65.9
Production,Workshop,Q2,June,69.65
Production,Workshop,Q1,May,74.94
Production,Workshop,Q4,April,75.15
Production,Workshop,Q2,March,77.76
Service,Factory,Q1,March,79.38
Service,Factory,Q4,February,80.92
Service,Factory,Q2,January,83.73
Service,Factory,Q1,December,89.1
Service,Factory,Q4,November,90.07
Service,Factory,Q2,June,92.28
Service,Factory,Q1,May,92.79
Service,Factory,Q4,April,94.23
Service,Factory,Q2,March,98.92
