State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Minnesota,Minneapolis,2022,Soil,Inferior Irrigation,4.92
Minnesota,Minneapolis,2022,Air,Solid Waste,17.55
Minnesota,Minneapolis,2022,Soil,Inorganic Fertilizers,-97.71
Minnesota,Minneapolis,2022,Air,Noise,-94.93
Minnesota,Minneapolis,2022,Soil,Light,40.23
Minnesota,Minneapolis,2022,Air,Thermal,43.36
Massachusetts,Rochester,2018,Soil,Inferior Irrigation,44.31
Massachusetts,Rochester,2018,Air,Solid Waste,-83.69
Massachusetts,Rochester,2018,Soil,Inorganic Fertilizers,-82.87
Massachusetts,Rochester,2018,Air,Noise,47.7
Massachusetts,Rochester,2018,Soil,Light,48.84
Massachusetts,Rochester,2018,Air,Thermal,49.59
Florida,Cambridge,2015,Soil,Inferior Irrigation,-78.07
Florida,Cambridge,2015,Air,Solid Waste,61.29
Florida,Cambridge,2015,Soil,Inorganic Fertilizers,-66.05
Florida,Cambridge,2015,Air,Noise,62.67
Florida,Cambridge,2015,Soil,Light,66.84
Florida,Cambridge,2015,Air,Thermal,-57.23
Minnesota,Lenox,2022,Soil,Inferior Irrigation,73.56
Minnesota,Lenox,2022,Air,Solid Waste,75.12
Minnesota,Lenox,2022,Soil,Inorganic Fertilizers,76.53
Minnesota,Lenox,2022,Air,Noise,76.52
Minnesota,Lenox,2022,Soil,Light,79.24
Minnesota,Lenox,2022,Air,Thermal,79.68
Massachusetts,Fort Lauderdale,2018,Soil,Inferior Irrigation,-48.93
Massachusetts,Fort Lauderdale,2018,Air,Solid Waste,-45.98
Massachusetts,Fort Lauderdale,2018,Soil,Inorganic Fertilizers,-31.61
Massachusetts,Fort Lauderdale,2018,Air,Noise,-30.85
Massachusetts,Fort Lauderdale,2018,Soil,Light,-26.1
Massachusetts,Fort Lauderdale,2018,Air,Thermal,-25.89
Florida,Tampa,2015,Soil,Inferior Irrigation,-20.83
Florida,Tampa,2015,Air,Solid Waste,-20.14
Florida,Tampa,2015,Soil,Inorganic Fertilizers,-16.5
Florida,Tampa,2015,Air,Noise,-12.21
Florida,Tampa,2015,Soil,Light,-4.26
Florida,Tampa,2015,Air,Thermal,-3.44
