Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q2,May,3.31
Culture,Theatre,Q1,June,5.93
Culture,Theatre,Q2,April,5.49
Culture,Theatre,Q1,January,7.59
Culture,Theatre,Q2,March,5.7
Culture,Theatre,Q1,May,12.77
Production,Museum,Q2,May,13.36
Production,Museum,Q1,June,13.61
Production,Museum,Q2,April,15.62
Production,Museum,Q1,January,16.97
Production,Museum,Q2,March,14.47
Production,Museum,Q1,May,18.72
Service,Workshop,Q2,May,21.17
Service,Workshop,Q1,June,26.73
Service,Workshop,Q2,April,35.92
Service,Workshop,Q1,January,36.85
Service,Workshop,Q2,March,36.94
Service,Workshop,Q1,May,38.72
Culture,Factory,Q2,May,36.99
Culture,Factory,Q1,June,40.04
Culture,Factory,Q2,April,38.55
Culture,Factory,Q1,January,43.74
Culture,Factory,Q2,March,45.71
Culture,Factory,Q1,May,45.77
Production,Administration,Q2,May,52.53
Production,Administration,Q1,June,61.24
Production,Administration,Q2,April,62.15
Production,Administration,Q1,January,67.44
Production,Administration,Q2,March,67.18
Production,Administration,Q1,May,73.73
Service,Library,Q2,May,85.36
Service,Library,Q1,June,89.98
Service,Library,Q2,April,90.64
Service,Library,Q1,January,94.52
Service,Library,Q2,March,96.84
Service,Library,Q1,May,97.06
