Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2018,Q1,Dairy,Cream,268.06
Import,2018,Q1,Cereals,Cheese,782.96
Import,2018,Q1,Dairy,Butter,784.23
Import,2018,Q1,Cereals,Wheat,146.36
Import,2018,Q1,Dairy,Soybeans,535.4
Import,2018,Q1,Cereals,Oats,925.13
Import,2015,Q1,Dairy,Cream,414.39
Import,2015,Q1,Cereals,Cheese,682.81
Import,2015,Q1,Dairy,Butter,684.85
Import,2015,Q1,Cereals,Wheat,820.92
Import,2015,Q1,Dairy,Soybeans,311.19
Import,2015,Q1,Cereals,Oats,63.73
Import,2017,Q1,Dairy,Cream,195.39
Import,2017,Q1,Cereals,Cheese,196.5
Import,2017,Q1,Dairy,Butter,324.25
Import,2017,Q1,Cereals,Wheat,326.07
Import,2017,Q1,Dairy,Soybeans,586.58
Import,2017,Q1,Cereals,Oats,331.0
Import,2018,Q1,Dairy,Cream,80.56
Import,2018,Q1,Cereals,Cheese,465.68
Import,2018,Q1,Dairy,Butter,466.43
Import,2018,Q1,Cereals,Wheat,119.95
Import,2018,Q1,Dairy,Soybeans,119.3
Import,2018,Q1,Cereals,Oats,858.39
Import,2015,Q1,Dairy,Cream,603.21
Import,2015,Q1,Cereals,Cheese,223.1
Import,2015,Q1,Dairy,Butter,97.7
Import,2015,Q1,Cereals,Wheat,367.31
Import,2015,Q1,Dairy,Soybeans,115.98
Import,2015,Q1,Cereals,Oats,375.59
