Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2018,Q4,Fire,Slight,64.76
Female,2018,Q4,Traffic,Fatal,71.76
Female,2018,Q4,Drowning,Serious,76.87
Female,2019,Q4,Fire,Slight,44.37
Female,2019,Q4,Traffic,Fatal,46.7
Female,2019,Q4,Drowning,Serious,46.87
Female,2022,Q4,Fire,Slight,51.19
Female,2022,Q4,Traffic,Fatal,84.3
Female,2022,Q4,Drowning,Serious,53.88
Female,2018,Q4,Fire,Slight,54.46
Female,2018,Q4,Traffic,Fatal,94.02
Female,2018,Q4,Drowning,Serious,94.99
Female,2019,Q4,Fire,Slight,60.87
Female,2019,Q4,Traffic,Fatal,61.79
Female,2019,Q4,Drowning,Serious,94.27
