State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Georgia,Columbus,Air,Thermal,0.29
Georgia,Columbus,Water,Noise,2.91
Georgia,Columbus,Soil,Oxygen-depletion,5.86
Georgia,Columbus,Air,Surface water,7.34
Georgia,Columbus,Water,Groundwater,18.59
Georgia,Columbus,Soil,Solid Waste,20.45
Georgia,Columbus,Air,Urban Activities,22.32
Georgia,Columbus,Water,Thermal,26.05
Georgia,Columbus,Soil,Noise,29.17
Massachusetts,Albany,Air,Thermal,-97.76
Massachusetts,Albany,Water,Noise,-95.16
Massachusetts,Albany,Soil,Oxygen-depletion,35.93
Massachusetts,Albany,Air,Surface water,38.4
Massachusetts,Albany,Water,Groundwater,40.58
Massachusetts,Albany,Soil,Solid Waste,-87.23
Massachusetts,Albany,Air,Urban Activities,42.22
Massachusetts,Albany,Water,Thermal,-84.32
Massachusetts,Albany,Soil,Noise,45.12
Georgia,Washington,Air,Thermal,-83.45
Georgia,Washington,Water,Noise,-79.87
Georgia,Washington,Soil,Oxygen-depletion,-79.95
Georgia,Washington,Air,Surface water,53.94
Georgia,Washington,Water,Groundwater,55.39
Georgia,Washington,Soil,Solid Waste,-72.31
Georgia,Washington,Air,Urban Activities,57.87
Georgia,Washington,Water,Thermal,-72.71
Georgia,Washington,Soil,Noise,-66.8
Massachusetts,Cambridge,Air,Thermal,-66.09
Massachusetts,Cambridge,Water,Noise,-62.24
Massachusetts,Cambridge,Soil,Oxygen-depletion,69.43
Massachusetts,Cambridge,Air,Surface water,70.46
Massachusetts,Cambridge,Water,Groundwater,-56.71
Massachusetts,Cambridge,Soil,Solid Waste,-53.4
Massachusetts,Cambridge,Air,Urban Activities,76.02
Massachusetts,Cambridge,Water,Thermal,-50.9
Massachusetts,Cambridge,Soil,Noise,82.18
Georgia,Lenox,Air,Thermal,83.83
Georgia,Lenox,Water,Noise,-44.97
Georgia,Lenox,Soil,Oxygen-depletion,84.36
Georgia,Lenox,Air,Surface water,-43.8
Georgia,Lenox,Water,Groundwater,-46.25
Georgia,Lenox,Soil,Solid Waste,-38.94
Georgia,Lenox,Air,Urban Activities,91.82
Georgia,Lenox,Water,Thermal,-36.87
Georgia,Lenox,Soil,Noise,-35.69
Massachusetts,Boston,Air,Thermal,-32.23
Massachusetts,Boston,Water,Noise,-32.35
Massachusetts,Boston,Soil,Oxygen-depletion,-31.48
Massachusetts,Boston,Air,Surface water,-27.35
Massachusetts,Boston,Water,Groundwater,-25.45
Massachusetts,Boston,Soil,Solid Waste,-24.21
Massachusetts,Boston,Air,Urban Activities,-17.85
Massachusetts,Boston,Water,Thermal,-5.88
Massachusetts,Boston,Soil,Noise,-4.85
