Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q2,April,2.73
Culture,Concert,Q4,May,3.62
Culture,Concert,Q1,November,6.65
Culture,Concert,Q2,October,6.76
Culture,Concert,Q4,December,11.77
Culture,Concert,Q1,February,14.9
Culture,Concert,Q2,January,15.12
Culture,Concert,Q4,March,16.56
Culture,Concert,Q1,April,20.35
Service,Museum,Q2,April,23.47
Service,Museum,Q4,May,24.76
Service,Museum,Q1,November,24.58
Service,Museum,Q2,October,26.99
Service,Museum,Q4,December,28.34
Service,Museum,Q1,February,29.94
Service,Museum,Q2,January,34.85
Service,Museum,Q4,March,34.61
Service,Museum,Q1,April,36.81
Culture,Theatre,Q2,April,38.16
Culture,Theatre,Q4,May,39.72
Culture,Theatre,Q1,November,40.85
Culture,Theatre,Q2,October,42.29
Culture,Theatre,Q4,December,43.5
Culture,Theatre,Q1,February,43.69
Culture,Theatre,Q2,January,45.45
Culture,Theatre,Q4,March,47.05
Culture,Theatre,Q1,April,47.37
Service,School,Q2,April,50.29
Service,School,Q4,May,51.56
Service,School,Q1,November,52.33
Service,School,Q2,October,58.94
Service,School,Q4,December,59.79
Service,School,Q1,February,61.51
Service,School,Q2,January,65.87
Service,School,Q4,March,68.07
Service,School,Q1,April,72.62
Culture,Hospital,Q2,April,72.7
Culture,Hospital,Q4,May,74.59
Culture,Hospital,Q1,November,75.25
Culture,Hospital,Q2,October,75.46
Culture,Hospital,Q4,December,80.95
Culture,Hospital,Q1,February,81.01
Culture,Hospital,Q2,January,84.4
Culture,Hospital,Q4,March,99.15
Culture,Hospital,Q1,April,99.73
