Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2018,Maryland,Baltimore,Humidity,Low,0.73
2018,Maryland,Baltimore,Temperature,Medium,0.96
2018,Maryland,Baltimore,Wind,0-10,3.38
2018,Maryland,Baltimore,Humidity,21-30,4.97
2018,Maryland,Baltimore,Temperature,Storm,5.01
2018,Maryland,Baltimore,Wind,Breeze,5.17
2018,Maryland,Baltimore,Humidity,Calm,7.23
2018,Maryland,Baltimore,Temperature,Low,4.77
2018,Maryland,Baltimore,Wind,Medium,4.76
2020,Oregon,Aberdeen,Humidity,Low,10.46
2020,Oregon,Aberdeen,Temperature,Medium,11.28
2020,Oregon,Aberdeen,Wind,0-10,10.21
2020,Oregon,Aberdeen,Humidity,21-30,13.66
2020,Oregon,Aberdeen,Temperature,Storm,14.11
2020,Oregon,Aberdeen,Wind,Breeze,15.1
2020,Oregon,Aberdeen,Humidity,Calm,16.97
2020,Oregon,Aberdeen,Temperature,Low,17.85
2020,Oregon,Aberdeen,Wind,Medium,18.29
2019,Maryland,Columbia,Humidity,Low,19.12
2019,Maryland,Columbia,Temperature,Medium,20.67
2019,Maryland,Columbia,Wind,0-10,20.03
2019,Maryland,Columbia,Humidity,21-30,22.62
2019,Maryland,Columbia,Temperature,Storm,22.58
2019,Maryland,Columbia,Wind,Breeze,24.28
2019,Maryland,Columbia,Humidity,Calm,21.3
2019,Maryland,Columbia,Temperature,Low,26.67
2019,Maryland,Columbia,Wind,Medium,4.4
2018,Oregon,Portland,Humidity,Low,24.6
2018,Oregon,Portland,Temperature,Medium,26.79
2018,Oregon,Portland,Wind,0-10,27.19
2018,Oregon,Portland,Humidity,21-30,22.23
2018,Oregon,Portland,Temperature,Storm,5.66
2018,Oregon,Portland,Wind,Breeze,26.04
2018,Oregon,Portland,Humidity,Calm,7.74
2018,Oregon,Portland,Temperature,Low,8.77
2018,Oregon,Portland,Wind,Medium,8.82
2020,Maryland,Redmond,Humidity,Low,9.54
2020,Maryland,Redmond,Temperature,Medium,10.09
2020,Maryland,Redmond,Wind,0-10,11.55
2020,Maryland,Redmond,Humidity,21-30,14.95
2020,Maryland,Redmond,Temperature,Storm,15.23
2020,Maryland,Redmond,Wind,Breeze,16.28
2020,Maryland,Redmond,Humidity,Calm,6.55
2020,Maryland,Redmond,Temperature,Low,21.6
2020,Maryland,Redmond,Wind,Medium,23.73
