Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q2,May,Nevada,Reno,0.06
Culture,Concert,Q3,April,Nevada,Las Vegas,4.3
Culture,Concert,Q2,July,Nevada,Reno,6.73
Culture,Concert,Q3,August,Nevada,Las Vegas,10.39
Culture,Concert,Q2,September,Nevada,Reno,15.85
Culture,Concert,Q3,May,Nevada,Las Vegas,16.84
Production,Theatre,Q2,May,Nevada,Reno,24.51
Production,Theatre,Q3,April,Nevada,Las Vegas,25.22
Production,Theatre,Q2,July,Nevada,Reno,26.78
Production,Theatre,Q3,August,Nevada,Las Vegas,31.22
Production,Theatre,Q2,September,Nevada,Reno,31.23
Production,Theatre,Q3,May,Nevada,Las Vegas,33.41
Service,Museum,Q2,May,Nevada,Reno,36.6
Service,Museum,Q3,April,Nevada,Las Vegas,39.17
Service,Museum,Q2,July,Nevada,Reno,41.38
Service,Museum,Q3,August,Nevada,Las Vegas,45.53
Service,Museum,Q2,September,Nevada,Reno,48.43
Service,Museum,Q3,May,Nevada,Las Vegas,55.37
Culture,Workshop,Q2,May,Nevada,Reno,55.45
Culture,Workshop,Q3,April,Nevada,Las Vegas,59.41
Culture,Workshop,Q2,July,Nevada,Reno,59.76
Culture,Workshop,Q3,August,Nevada,Las Vegas,64.7
Culture,Workshop,Q2,September,Nevada,Reno,67.81
Culture,Workshop,Q3,May,Nevada,Las Vegas,71.01
Production,Factory,Q2,May,Nevada,Reno,74.88
Production,Factory,Q3,April,Nevada,Las Vegas,75.43
Production,Factory,Q2,July,Nevada,Reno,76.12
Production,Factory,Q3,August,Nevada,Las Vegas,77.65
Production,Factory,Q2,September,Nevada,Reno,78.64
Production,Factory,Q3,May,Nevada,Las Vegas,79.81
Service,School,Q2,May,Nevada,Reno,82.48
Service,School,Q3,April,Nevada,Las Vegas,84.74
Service,School,Q2,July,Nevada,Reno,85.87
Service,School,Q3,August,Nevada,Las Vegas,84.05
Service,School,Q2,September,Nevada,Reno,87.42
Service,School,Q3,May,Nevada,Las Vegas,85.7
Culture,Administration,Q2,May,Nevada,Reno,91.69
Culture,Administration,Q3,April,Nevada,Las Vegas,92.68
Culture,Administration,Q2,July,Nevada,Reno,93.64
Culture,Administration,Q3,August,Nevada,Las Vegas,94.77
Culture,Administration,Q2,September,Nevada,Reno,97.02
Culture,Administration,Q3,May,Nevada,Las Vegas,99.98
