Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2022,Dairy,Butter,357.48
Import,2022,Cereals,Cheese,522.71
Import,2022,Dairy,Cream,556.5
Import,2022,Cereals,Oats,463.77
Import,2022,Dairy,Rice,368.01
Import,2022,Cereals,Butter,497.44
Import,2015,Dairy,Butter,337.1
Import,2015,Cereals,Cheese,623.91
Import,2015,Dairy,Cream,303.82
Import,2015,Cereals,Oats,787.01
Import,2015,Dairy,Rice,918.11
Import,2015,Cereals,Butter,439.37
Import,2022,Dairy,Butter,664.83
Import,2022,Cereals,Cheese,505.73
Import,2022,Dairy,Cream,61.76
Import,2022,Cereals,Oats,701.52
Import,2022,Dairy,Rice,126.22
Import,2022,Cereals,Butter,991.17
