State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Oregon,Portland,2018,Water,Groundwater,3.31
Oregon,Portland,2018,Air,Oxygen-depletion,4.38
Oregon,Portland,2018,Soil,Thermal,7.74
Oregon,Portland,2018,Water,Light,17.06
Oregon,Portland,2018,Air,Noise,25.27
Oregon,Portland,2018,Soil,Inferior Irrigation,25.36
Oregon,Portland,2018,Water,Solid Waste,-98.55
Oregon,Portland,2018,Air,Urban Activities,34.21
Oregon,Portland,2018,Soil,Groundwater,35.88
Michigan,Redmond,2021,Water,Groundwater,-90.45
Michigan,Redmond,2021,Air,Oxygen-depletion,39.89
Michigan,Redmond,2021,Soil,Thermal,-86.93
Michigan,Redmond,2021,Water,Light,-85.92
Michigan,Redmond,2021,Air,Noise,-84.83
Michigan,Redmond,2021,Soil,Inferior Irrigation,-85.06
Michigan,Redmond,2021,Water,Solid Waste,-82.87
Michigan,Redmond,2021,Air,Urban Activities,43.04
Michigan,Redmond,2021,Soil,Groundwater,-79.0
Nevada,Detroit,2018,Water,Groundwater,-79.69
Nevada,Detroit,2018,Air,Oxygen-depletion,-77.12
Nevada,Detroit,2018,Soil,Thermal,52.37
Nevada,Detroit,2018,Water,Light,49.8
Nevada,Detroit,2018,Air,Noise,-78.96
Nevada,Detroit,2018,Soil,Inferior Irrigation,-79.74
Nevada,Detroit,2018,Water,Solid Waste,-72.95
Nevada,Detroit,2018,Air,Urban Activities,56.7
Nevada,Detroit,2018,Soil,Groundwater,-70.23
Oregon,Port Huron,2021,Water,Groundwater,-67.88
Oregon,Port Huron,2021,Air,Oxygen-depletion,62.21
Oregon,Port Huron,2021,Soil,Thermal,-66.19
Oregon,Port Huron,2021,Water,Light,-58.76
Oregon,Port Huron,2021,Air,Noise,71.0
Oregon,Port Huron,2021,Soil,Inferior Irrigation,-57.86
Oregon,Port Huron,2021,Water,Solid Waste,-53.85
Oregon,Port Huron,2021,Air,Urban Activities,-52.88
Oregon,Port Huron,2021,Soil,Groundwater,-52.5
Michigan,Reno,2018,Water,Groundwater,78.21
Michigan,Reno,2018,Air,Oxygen-depletion,-49.47
Michigan,Reno,2018,Soil,Thermal,81.96
Michigan,Reno,2018,Water,Light,-47.82
Michigan,Reno,2018,Air,Noise,-45.04
Michigan,Reno,2018,Soil,Inferior Irrigation,-44.92
Michigan,Reno,2018,Water,Solid Waste,85.4
Michigan,Reno,2018,Air,Urban Activities,-42.86
Michigan,Reno,2018,Soil,Groundwater,87.66
Nevada,Boulder City,2021,Water,Groundwater,91.48
Nevada,Boulder City,2021,Air,Oxygen-depletion,-35.79
Nevada,Boulder City,2021,Soil,Thermal,93.58
Nevada,Boulder City,2021,Water,Light,-33.35
Nevada,Boulder City,2021,Air,Noise,-33.61
Nevada,Boulder City,2021,Soil,Inferior Irrigation,-30.56
Nevada,Boulder City,2021,Water,Solid Waste,-28.68
Nevada,Boulder City,2021,Air,Urban Activities,-19.06
Nevada,Boulder City,2021,Soil,Groundwater,-16.33
Oregon,Las Vegas,2018,Water,Groundwater,-3.83
Oregon,Las Vegas,2018,Air,Oxygen-depletion,-15.06
Oregon,Las Vegas,2018,Soil,Thermal,-13.6
Oregon,Las Vegas,2018,Water,Light,-10.78
Oregon,Las Vegas,2018,Air,Noise,-9.13
Oregon,Las Vegas,2018,Soil,Inferior Irrigation,-10.36
Oregon,Las Vegas,2018,Water,Solid Waste,-4.66
Oregon,Las Vegas,2018,Air,Urban Activities,-3.39
Oregon,Las Vegas,2018,Soil,Groundwater,-2.17
