Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2018,Wind,Breeze,0.13
2018,Humidity,Storm,0.11
2018,Temperature,Calm,4.06
2018,Wind,Medium,5.53
2018,Humidity,Low,6.69
2018,Temperature,0-10,5.75
2018,Wind,21-30,8.08
2018,Humidity,11-20,11.04
2018,Temperature,Breeze,11.86
2020,Wind,Breeze,15.14
2020,Humidity,Storm,16.33
2020,Temperature,Calm,18.93
2020,Wind,Medium,19.95
2020,Humidity,Low,23.61
2020,Temperature,0-10,22.88
2020,Wind,21-30,23.64
2020,Humidity,11-20,24.0
2020,Temperature,Breeze,26.86
