Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2017,Q3,Cereals,Wheat,771.12
Import,2017,Q3,Dairy,Rice,262.96
Import,2017,Q3,Cereals,Cream,138.6
Import,2017,Q3,Dairy,Butter,10.9
Import,2017,Q3,Cereals,Yoghurt,27.45
Import,2017,Q3,Dairy,Wheat,164.43
Import,2015,Q3,Cereals,Wheat,304.02
Import,2015,Q3,Dairy,Rice,947.3
Import,2015,Q3,Cereals,Cream,693.92
Import,2015,Q3,Dairy,Butter,952.26
Import,2015,Q3,Cereals,Yoghurt,957.43
Import,2015,Q3,Dairy,Wheat,61.37
Import,2017,Q3,Cereals,Wheat,445.05
Import,2017,Q3,Dairy,Rice,575.41
Import,2017,Q3,Cereals,Cream,707.48
Import,2017,Q3,Dairy,Butter,324.82
Import,2017,Q3,Cereals,Yoghurt,585.05
Import,2017,Q3,Dairy,Wheat,461.3
Import,2015,Q3,Cereals,Wheat,596.59
Import,2015,Q3,Dairy,Rice,866.49
Import,2015,Q3,Cereals,Cream,366.5
Import,2015,Q3,Dairy,Butter,879.02
Import,2015,Q3,Cereals,Yoghurt,878.62
Import,2015,Q3,Dairy,Wheat,503.72
