Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Beverage,Soda,414.16
Export,2020,Cereals,Tea,261.42
Export,2020,Beverage,Coffee,134.66
Export,2020,Cereals,Oats,102.14
Export,2020,Beverage,Soybeans,714.77
Export,2020,Cereals,Wheat,107.36
Export,2015,Beverage,Soda,459.77
Export,2015,Cereals,Tea,170.01
Export,2015,Beverage,Coffee,46.12
Export,2015,Cereals,Oats,302.13
Export,2015,Beverage,Soybeans,112.97
Export,2015,Cereals,Wheat,16.64
Export,2020,Beverage,Soda,496.78
Export,2020,Cereals,Tea,54.41
Export,2020,Beverage,Coffee,62.52
Export,2020,Cereals,Oats,731.85
Export,2020,Beverage,Soybeans,892.07
Export,2020,Cereals,Wheat,62.3
